Event.Index,UTC.Timestamp,UTC.Date,Local.Timestamp,Local.Timezone,Local.Date,Experiment.ID,Experiment.Version,Tree.Node.Key,Repeat.Key,Schedule.ID,Participant.Private.ID,Participant.Starting.Group,Participant.Status,Participant.Completion.Code,Participant.External.Session.ID,Participant.Device.Type,Participant.Device,Participant.OS,Participant.Browser,Participant.Monitor.Size,Participant.Viewport.Size,Checkpoint,Task.Name,Task.Version,branch.69an,randomiser.8vg2,Spreadsheet,Spreadsheet.Name,Spreadsheet.Row,Trial.Number,Screen.Number,Screen.Name,Zone.Name,Zone.Type,Reaction.Time,Reaction.Onset,Response.Type,Response,Attempt,Correct,Incorrect,Dishonest,X.Coordinate,Y.Coordinate,Timed.Out,randomise_blocks,randomise_trials,display,Arguments,ShowProgressBar,StartDate,EndDate,ResponseId,CONSENT,Vegan,veg_conf,stanely_V,stanley_Nv,intellectual_v_1,intellectual_v_2,intellectual_v_3,intellectual_Nv_1,intellectual_Nv_2,intellectual_Nv_3,morality_v_1,morality_v_2,morality_v_3,morality_Nv_1,morality_Nv_2,morality_Nv_3,discuss_1,read_1,age,gender,gender_4_TEXT,edu,anything_else,ID,arg_ID,Position,Arg_Position
11,1646330000000,03/03/2022 17:48,1646330000000,0,03/03/2022 17:48,81174,8,task-au9x,NA,20031550,5933395,NA,complete,NA,6220ff1250f24439414103b9,computer,Desktop or Laptop,Windows 10,Edge 98.0.1108.62,1280x720,1280x609,NA,ITT Ratings,7,for,9,nin_60_vegan,nin_60_vegan,26,9,1,Screen 1,continueButton,response_rating_scale_likert_active,3887,NA,NA,Somewhat Agree,1,0,1,0,NA,NA,NA,NA,1,statements,Meat and dairy consumption is bad for my health,1,24/02/2022 17:27,24/02/2022 17:34,R_1cTeb9VuiIZ4l61,YES,Yes,Very confident,NA,Somewhat Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Somewhat Disagree,NA,NA,NA,Strongly Agree,Disagree,Disagree,Once or twice a year,Most weeks,35,Female,NA,"Undergraduate degree (BSc, BA)",NA,84,2,For,For
12,1646330000000,03/03/2022 17:48,1646330000000,0,03/03/2022 17:48,81174,8,task-au9x,NA,20031550,5933395,NA,complete,NA,6220ff1250f24439414103b9,computer,Desktop or Laptop,Windows 10,Edge 98.0.1108.62,1280x720,1280x609,NA,ITT Ratings,7,for,9,nin_60_vegan,nin_60_vegan,9,10,1,Screen 1,continueButton,response_rating_scale_likert_active,2066.9,NA,NA,Agree,1,0,1,0,NA,NA,NA,NA,1,statements,healthy diet and nutrition,1,24/02/2022 17:29,24/02/2022 17:33,R_3QKr3uWaiHKzhsh,YES,Yes,Very confident,NA,Neither Agree nor Disagree,NA,NA,NA,Somewhat Agree,Neither Agree nor Disagree,Agree,NA,NA,NA,Agree,Somewhat Agree,Somewhat Agree,Most months,A few times a year,49,Female,NA,"Undergraduate degree (BSc, BA)",no,81,3,For,For
13,1646330000000,03/03/2022 17:48,1646330000000,0,03/03/2022 17:48,81174,8,task-au9x,NA,20031550,5933395,NA,complete,NA,6220ff1250f24439414103b9,computer,Desktop or Laptop,Windows 10,Edge 98.0.1108.62,1280x720,1280x609,NA,ITT Ratings,7,for,9,nin_60_vegan,nin_60_vegan,42,11,1,Screen 1,continueButton,response_rating_scale_likert_active,7386.7,NA,NA,Somewhat Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,"cheaper to be non vegan, vegan food is more expensive",1,24/02/2022 17:30,24/02/2022 17:36,R_3G20fRCBW0o3xSm,YES,Yes,Very confident,NA,Somewhat Disagree,NA,NA,NA,Somewhat Disagree,Somewhat Agree,Strongly Agree,NA,NA,NA,Strongly Agree,Somewhat Agree,Somewhat Agree,A few times a year,Most weeks,30,Female,NA,A levels,NA,87,3,For,Against
14,1646330000000,03/03/2022 17:49,1646330000000,0,03/03/2022 17:49,81174,8,task-au9x,NA,20031550,5933395,NA,complete,NA,6220ff1250f24439414103b9,computer,Desktop or Laptop,Windows 10,Edge 98.0.1108.62,1280x720,1280x609,NA,ITT Ratings,7,for,9,nin_60_vegan,nin_60_vegan,30,12,1,Screen 1,continueButton,response_rating_scale_likert_active,6058.9,NA,NA,Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,Everyone is eating like this,1,24/02/2022 17:29,24/02/2022 17:35,R_3EAcrcrWmtirugX,YES,Yes,Confident,NA,Somewhat Disagree,NA,NA,NA,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Once or twice a year,Most months,28,Male,NA,"Undergraduate degree (BSc, BA)",NA,85,3,For,Against
15,1646330000000,03/03/2022 17:49,1646330000000,0,03/03/2022 17:49,81174,8,task-au9x,NA,20031550,5933395,NA,complete,NA,6220ff1250f24439414103b9,computer,Desktop or Laptop,Windows 10,Edge 98.0.1108.62,1280x720,1280x609,NA,ITT Ratings,7,for,9,nin_60_vegan,nin_60_vegan,7,13,1,Screen 1,continueButton,response_rating_scale_likert_active,2218,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,ethical concerns and planet health,1,24/02/2022 17:29,24/02/2022 17:33,R_3QKr3uWaiHKzhsh,YES,Yes,Very confident,NA,Neither Agree nor Disagree,NA,NA,NA,Somewhat Agree,Neither Agree nor Disagree,Agree,NA,NA,NA,Agree,Somewhat Agree,Somewhat Agree,Most months,A few times a year,49,Female,NA,"Undergraduate degree (BSc, BA)",no,81,1,For,For
16,1646330000000,03/03/2022 17:49,1646330000000,0,03/03/2022 17:49,81174,8,task-au9x,NA,20031550,5933395,NA,complete,NA,6220ff1250f24439414103b9,computer,Desktop or Laptop,Windows 10,Edge 98.0.1108.62,1280x720,1280x609,NA,ITT Ratings,7,for,9,nin_60_vegan,nin_60_vegan,39,14,1,Screen 1,continueButton,response_rating_scale_likert_active,5571,NA,NA,Agree,1,0,1,0,NA,NA,NA,NA,1,statements,"I know veganism is the better option for the environment, for ecosystems and the planet",1,24/02/2022 17:29,24/02/2022 17:36,R_W0AHQF6lhZM9Qbv,YES,Yes,Somewhat Confident,NA,Somewhat Disagree,NA,NA,NA,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,NA,NA,NA,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Most weeks,A few times a year,31,Non-binary,NA,"Undergraduate degree (BSc, BA)",NA,86,3,For,For
17,1646330000000,03/03/2022 17:49,1646330000000,0,03/03/2022 17:49,81174,8,task-au9x,NA,20031550,5933395,NA,complete,NA,6220ff1250f24439414103b9,computer,Desktop or Laptop,Windows 10,Edge 98.0.1108.62,1280x720,1280x609,NA,ITT Ratings,7,for,9,nin_60_vegan,nin_60_vegan,35,15,1,Screen 1,continueButton,response_rating_scale_likert_active,12544.3,NA,NA,Somewhat Agree,1,0,1,0,NA,NA,NA,NA,1,statements,"I'm worried I won't get enough nutrients and vitamins if I stop eating meat, fish, egg or dairy. Using supplements for vitamins seems an unnecessary hassle and cost",1,24/02/2022 17:29,24/02/2022 17:36,R_W0AHQF6lhZM9Qbv,YES,Yes,Somewhat Confident,NA,Somewhat Disagree,NA,NA,NA,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,NA,NA,NA,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Most weeks,A few times a year,31,Non-binary,NA,"Undergraduate degree (BSc, BA)",NA,86,2,For,Against
18,1646330000000,03/03/2022 17:49,1646330000000,0,03/03/2022 17:49,81174,8,task-au9x,NA,20031550,5933395,NA,complete,NA,6220ff1250f24439414103b9,computer,Desktop or Laptop,Windows 10,Edge 98.0.1108.62,1280x720,1280x609,NA,ITT Ratings,7,for,9,nin_60_vegan,nin_60_vegan,46,16,1,Screen 1,continueButton,response_rating_scale_likert_active,3785.4,NA,NA,Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,"""I tried it once and I missed cheese/bacon/chicken too much""",1,24/02/2022 17:24,24/02/2022 17:37,R_1n1PiVEhIpOFVNk,YES,Yes,Confident,NA,Somewhat Disagree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,NA,NA,NA,Agree,Somewhat Agree,Neither Agree nor Disagree,Most weeks,Most months,45,Female,NA,"Undergraduate degree (BSc, BA)",NA,88,1,For,Against
19,1646330000000,03/03/2022 17:49,1646330000000,0,03/03/2022 17:49,81174,8,task-au9x,NA,20031550,5933395,NA,complete,NA,6220ff1250f24439414103b9,computer,Desktop or Laptop,Windows 10,Edge 98.0.1108.62,1280x720,1280x609,NA,ITT Ratings,7,for,9,nin_60_vegan,nin_60_vegan,56,17,1,Screen 1,continueButton,response_rating_scale_likert_active,7099.4,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,Ethical reasons so I can go to bed at night. Animals should not suffer for me to survive when there are other food sources available. I cannot beat the thought of animals being bred for abbatoirs.,1,24/02/2022 17:25,24/02/2022 17:38,R_8jHCaehiPsjcVTH,YES,Yes,Confident,NA,Somewhat Agree,NA,NA,NA,Neither Agree nor Disagree,Somewhat Agree,Agree,NA,NA,NA,Agree,Agree,Agree,Most weeks,Most weeks,50,Female,NA,"Postgraduate degree (MSc, MA, MPhil)",NA,89,2,For,For
20,1646330000000,03/03/2022 17:49,1646330000000,0,03/03/2022 17:49,81174,8,task-au9x,NA,20031550,5933395,NA,complete,NA,6220ff1250f24439414103b9,computer,Desktop or Laptop,Windows 10,Edge 98.0.1108.62,1280x720,1280x609,NA,ITT Ratings,7,for,9,nin_60_vegan,nin_60_vegan,51,18,1,Screen 1,continueButton,response_rating_scale_likert_active,5443,NA,NA,Agree,1,0,1,0,NA,NA,NA,NA,1,statements,A balanced vegan diet is healthier due to reduced saturated fats and increased consumption of plant based foods,1,24/02/2022 17:24,24/02/2022 17:37,R_1n1PiVEhIpOFVNk,YES,Yes,Confident,NA,Somewhat Disagree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,NA,NA,NA,Agree,Somewhat Agree,Neither Agree nor Disagree,Most weeks,Most months,45,Female,NA,"Undergraduate degree (BSc, BA)",NA,88,3,For,For
21,1646330000000,03/03/2022 17:49,1646330000000,0,03/03/2022 17:49,81174,8,task-au9x,NA,20031550,5933395,NA,complete,NA,6220ff1250f24439414103b9,computer,Desktop or Laptop,Windows 10,Edge 98.0.1108.62,1280x720,1280x609,NA,ITT Ratings,7,for,9,nin_60_vegan,nin_60_vegan,58,19,1,Screen 1,continueButton,response_rating_scale_likert_active,3355.6,NA,NA,Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,Vegan food is not tasty.,1,24/02/2022 17:33,24/02/2022 17:39,R_1OiAUEfuDwfN0ES,YES,Yes,Confident,NA,Somewhat Disagree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,NA,NA,NA,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Most months,Most weeks,36,Male,NA,"Undergraduate degree (BSc, BA)","I'm always interested in taking part in study about be Vegan, and everything around it. Thank you!",90,1,For,Against
22,1646330000000,03/03/2022 17:49,1646330000000,0,03/03/2022 17:49,81174,8,task-au9x,NA,20031550,5933395,NA,complete,NA,6220ff1250f24439414103b9,computer,Desktop or Laptop,Windows 10,Edge 98.0.1108.62,1280x720,1280x609,NA,ITT Ratings,7,for,9,nin_60_vegan,nin_60_vegan,15,20,1,Screen 1,continueButton,response_rating_scale_likert_active,2353.7,NA,NA,Agree,1,0,1,0,NA,NA,NA,NA,1,statements,Care about Personal Health,1,24/02/2022 17:26,24/02/2022 17:34,R_28TceUM0vRAaVvI,YES,Yes,Very confident,NA,Disagree,NA,NA,NA,Strongly Disagree,Somewhat Agree,Somewhat Agree,NA,NA,NA,Strongly Agree,Agree,Neither Agree nor Disagree,Most months,Most months,24,Female,NA,"Undergraduate degree (BSc, BA)",NA,82,3,For,For
23,1646330000000,03/03/2022 17:49,1646330000000,0,03/03/2022 17:49,81174,8,task-au9x,NA,20031550,5933395,NA,complete,NA,6220ff1250f24439414103b9,computer,Desktop or Laptop,Windows 10,Edge 98.0.1108.62,1280x720,1280x609,NA,ITT Ratings,7,for,9,nin_60_vegan,nin_60_vegan,61,21,1,Screen 1,continueButton,response_rating_scale_likert_active,1740.2,NA,NA,Agree,1,0,1,0,NA,NA,NA,NA,1,statements,Is the most ethical thing to do.,1,24/02/2022 17:33,24/02/2022 17:39,R_1OiAUEfuDwfN0ES,YES,Yes,Confident,NA,Somewhat Disagree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,NA,NA,NA,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Most months,Most weeks,36,Male,NA,"Undergraduate degree (BSc, BA)","I'm always interested in taking part in study about be Vegan, and everything around it. Thank you!",90,1,For,For
24,1646330000000,03/03/2022 17:49,1646330000000,0,03/03/2022 17:49,81174,8,task-au9x,NA,20031550,5933395,NA,complete,NA,6220ff1250f24439414103b9,computer,Desktop or Laptop,Windows 10,Edge 98.0.1108.62,1280x720,1280x609,NA,ITT Ratings,7,for,9,nin_60_vegan,nin_60_vegan,27,22,1,Screen 1,continueButton,response_rating_scale_likert_active,4925.7,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,Animal agriculture is a leading cause of global warming and I don't wish to contribute to it in this way,1,24/02/2022 17:27,24/02/2022 17:34,R_1cTeb9VuiIZ4l61,YES,Yes,Very confident,NA,Somewhat Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Somewhat Disagree,NA,NA,NA,Strongly Agree,Disagree,Disagree,Once or twice a year,Most weeks,35,Female,NA,"Undergraduate degree (BSc, BA)",NA,84,3,For,For
25,1646330000000,03/03/2022 17:49,1646330000000,0,03/03/2022 17:49,81174,8,task-au9x,NA,20031550,5933395,NA,complete,NA,6220ff1250f24439414103b9,computer,Desktop or Laptop,Windows 10,Edge 98.0.1108.62,1280x720,1280x609,NA,ITT Ratings,7,for,9,nin_60_vegan,nin_60_vegan,54,23,1,Screen 1,continueButton,response_rating_scale_likert_active,7544,NA,NA,Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,"Vegans are cranks and militants, you should not be part of that group as they cause trouble for farmers and try to foist their idelogogy onto others. Welfare standards here are to a high standard",1,24/02/2022 17:25,24/02/2022 17:38,R_8jHCaehiPsjcVTH,YES,Yes,Confident,NA,Somewhat Agree,NA,NA,NA,Neither Agree nor Disagree,Somewhat Agree,Agree,NA,NA,NA,Agree,Agree,Agree,Most weeks,Most weeks,50,Female,NA,"Postgraduate degree (MSc, MA, MPhil)",NA,89,3,For,Against
26,1646330000000,03/03/2022 17:50,1646330000000,0,03/03/2022 17:50,81174,8,task-au9x,NA,20031550,5933395,NA,complete,NA,6220ff1250f24439414103b9,computer,Desktop or Laptop,Windows 10,Edge 98.0.1108.62,1280x720,1280x609,NA,ITT Ratings,7,for,9,nin_60_vegan,nin_60_vegan,12,24,1,Screen 1,continueButton,response_rating_scale_likert_active,3991.1,NA,NA,Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,I have a preference for animal products,1,24/02/2022 17:26,24/02/2022 17:34,R_28TceUM0vRAaVvI,YES,Yes,Very confident,NA,Disagree,NA,NA,NA,Strongly Disagree,Somewhat Agree,Somewhat Agree,NA,NA,NA,Strongly Agree,Agree,Neither Agree nor Disagree,Most months,Most months,24,Female,NA,"Undergraduate degree (BSc, BA)",NA,82,3,For,Against
27,1646330000000,03/03/2022 17:50,1646330000000,0,03/03/2022 17:50,81174,8,task-au9x,NA,20031550,5933395,NA,complete,NA,6220ff1250f24439414103b9,computer,Desktop or Laptop,Windows 10,Edge 98.0.1108.62,1280x720,1280x609,NA,ITT Ratings,7,for,9,nin_60_vegan,nin_60_vegan,8,25,1,Screen 1,continueButton,response_rating_scale_likert_active,4002.1,NA,NA,Agree,1,0,1,0,NA,NA,NA,NA,1,statements,animal welfare - not treating living beings as commodities,1,24/02/2022 17:29,24/02/2022 17:33,R_3QKr3uWaiHKzhsh,YES,Yes,Very confident,NA,Neither Agree nor Disagree,NA,NA,NA,Somewhat Agree,Neither Agree nor Disagree,Agree,NA,NA,NA,Agree,Somewhat Agree,Somewhat Agree,Most months,A few times a year,49,Female,NA,"Undergraduate degree (BSc, BA)",no,81,2,For,For
28,1646330000000,03/03/2022 17:50,1646330000000,0,03/03/2022 17:50,81174,8,task-au9x,NA,20031550,5933395,NA,complete,NA,6220ff1250f24439414103b9,computer,Desktop or Laptop,Windows 10,Edge 98.0.1108.62,1280x720,1280x609,NA,ITT Ratings,7,for,9,nin_60_vegan,nin_60_vegan,47,26,1,Screen 1,continueButton,response_rating_scale_likert_active,6778.8,NA,NA,Somewhat Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,"""Humankind are naturally adapted to eat animals - we've been doing it for thousands of years. Humans need animal proteins""",1,24/02/2022 17:24,24/02/2022 17:37,R_1n1PiVEhIpOFVNk,YES,Yes,Confident,NA,Somewhat Disagree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,NA,NA,NA,Agree,Somewhat Agree,Neither Agree nor Disagree,Most weeks,Most months,45,Female,NA,"Undergraduate degree (BSc, BA)",NA,88,2,For,Against
29,1646330000000,03/03/2022 17:50,1646330000000,0,03/03/2022 17:50,81174,8,task-au9x,NA,20031550,5933395,NA,complete,NA,6220ff1250f24439414103b9,computer,Desktop or Laptop,Windows 10,Edge 98.0.1108.62,1280x720,1280x609,NA,ITT Ratings,7,for,9,nin_60_vegan,nin_60_vegan,5,27,1,Screen 1,continueButton,response_rating_scale_likert_active,8077.8,NA,NA,Somewhat Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,I see a diet as one where I can consume anything that is edible.,1,24/02/2022 17:29,24/02/2022 17:33,R_3QKr3uWaiHKzhsh,YES,Yes,Very confident,NA,Neither Agree nor Disagree,NA,NA,NA,Somewhat Agree,Neither Agree nor Disagree,Agree,NA,NA,NA,Agree,Somewhat Agree,Somewhat Agree,Most months,A few times a year,49,Female,NA,"Undergraduate degree (BSc, BA)",no,81,2,For,Against
