Event.Index,UTC.Timestamp,UTC.Date,Local.Timestamp,Local.Timezone,Local.Date,Experiment.ID,Experiment.Version,Tree.Node.Key,Repeat.Key,Schedule.ID,Participant.Private.ID,Participant.Starting.Group,Participant.Status,Participant.Completion.Code,Participant.External.Session.ID,Participant.Device.Type,Participant.Device,Participant.OS,Participant.Browser,Participant.Monitor.Size,Participant.Viewport.Size,Checkpoint,Task.Name,Task.Version,branch.69an,randomiser.8vg2,Spreadsheet,Spreadsheet.Name,Spreadsheet.Row,Trial.Number,Screen.Number,Screen.Name,Zone.Name,Zone.Type,Reaction.Time,Reaction.Onset,Response.Type,Response,Attempt,Correct,Incorrect,Dishonest,X.Coordinate,Y.Coordinate,Timed.Out,randomise_blocks,randomise_trials,display,Arguments,ShowProgressBar,StartDate,EndDate,ResponseId,CONSENT,Vegan,veg_conf,stanely_V,stanley_Nv,intellectual_v_1,intellectual_v_2,intellectual_v_3,intellectual_Nv_1,intellectual_Nv_2,intellectual_Nv_3,morality_v_1,morality_v_2,morality_v_3,morality_Nv_1,morality_Nv_2,morality_Nv_3,discuss_1,read_1,age,gender,gender_4_TEXT,edu,anything_else,ID,arg_ID,Position,Arg_Position
11,1646420000000,04/03/2022 19:21,1646420000000,1,04/03/2022 20:21,81174,9,task-t3d4,NA,20084401,5947868,NA,complete,NA,62226622ee872248688f55a3,computer,Desktop or Laptop,Windows 10,Firefox 56.0,1366x768,1366x643,NA,ITT Ratings,7,for,2,sec_60_vegan,sec_60_vegan,16,9,1,Screen 1,continueButton,response_rating_scale_likert_active,2974,NA,NA,Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,Meat gives me a lot of strength,1,24/02/2022 17:02,24/02/2022 17:07,R_9oH1L7D9SSVrKEh,YES,Yes,Confident,NA,Somewhat Agree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,A few times a year,Most months,28,Female,NA,"Postgraduate degree (MSc, MA, MPhil)",NA,13,1,For,Against
12,1646420000000,04/03/2022 19:21,1646420000000,1,04/03/2022 20:21,81174,9,task-t3d4,NA,20084401,5947868,NA,complete,NA,62226622ee872248688f55a3,computer,Desktop or Laptop,Windows 10,Firefox 56.0,1366x768,1366x643,NA,ITT Ratings,7,for,2,sec_60_vegan,sec_60_vegan,12,10,1,Screen 1,continueButton,response_rating_scale_likert_active,9250,NA,NA,Strongly Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,Being on a vegan diet is unhealthy for humans/ for me,1,24/02/2022 16:56,24/02/2022 17:06,R_2s1KxDHP9zZECjS,YES,Yes,Very confident,NA,Somewhat Disagree,NA,NA,NA,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,NA,NA,NA,Agree,Somewhat Agree,Strongly Agree,Most days,Most weeks,27,Female,NA,Doctorate (PhD),"The only ""argument"" I usually accept from NON-vegans is the ""I don't care about animals enough to stop eating/abusing them"". If they can acknowledge that it is an irrational preference, that they value their pleasure more than the lives of these animals, I can respect that position as the only one that is consistent.

Most of the non-vegans I have encountered however don't come to this ""argument"" from the start, they get to it much later in the discussion.

I don't hold anyone that cannot be vegan for (diagnosed) medical reasons or for food availability accountable. All others have a choice, they are just lazy about their ethics and their efforts.",12,3,For,Against
13,1646420000000,04/03/2022 19:22,1646420000000,1,04/03/2022 20:22,81174,9,task-t3d4,NA,20084401,5947868,NA,complete,NA,62226622ee872248688f55a3,computer,Desktop or Laptop,Windows 10,Firefox 56.0,1366x768,1366x643,NA,ITT Ratings,7,for,2,sec_60_vegan,sec_60_vegan,26,11,1,Screen 1,continueButton,response_rating_scale_likert_active,11030,NA,NA,Agree,1,0,1,0,NA,NA,NA,NA,1,statements,Animal product based diets are environmentally unsustainable,1,24/02/2022 17:00,24/02/2022 17:07,R_2rMlvuMRzJ7y54z,YES,Yes,Very confident,NA,Strongly Disagree,NA,NA,NA,Neither Agree nor Disagree,Agree,Strongly Agree,NA,NA,NA,Agree,Agree,Neither Agree nor Disagree,Never,Most days,24,Non-binary,NA,"Undergraduate degree (BSc, BA)",NA,14,2,For,For
14,1646420000000,04/03/2022 19:22,1646420000000,1,04/03/2022 20:22,81174,9,task-t3d4,NA,20084401,5947868,NA,complete,NA,62226622ee872248688f55a3,computer,Desktop or Laptop,Windows 10,Firefox 56.0,1366x768,1366x643,NA,ITT Ratings,7,for,2,sec_60_vegan,sec_60_vegan,36,12,1,Screen 1,continueButton,response_rating_scale_likert_active,16263,NA,NA,Strongly Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,Soy is the first cause of deforestation in the world and soy is the main vegan food,1,24/02/2022 17:04,24/02/2022 17:09,R_YWeCOSSWWt4TiEh,YES,Yes,Very confident,NA,Strongly Disagree,NA,NA,NA,Neither Agree nor Disagree,Somewhat Agree,Agree,NA,NA,NA,Agree,Somewhat Agree,Somewhat Disagree,Most weeks,Most days,27,Male,NA,"Postgraduate degree (MSc, MA, MPhil)",NA,16,3,For,Against
15,1646420000000,04/03/2022 19:23,1646420000000,1,04/03/2022 20:23,81174,9,task-t3d4,NA,20084401,5947868,NA,complete,NA,62226622ee872248688f55a3,computer,Desktop or Laptop,Windows 10,Firefox 56.0,1366x768,1366x643,NA,ITT Ratings,7,for,2,sec_60_vegan,sec_60_vegan,53,13,1,Screen 1,continueButton,response_rating_scale_likert_active,44854,NA,NA,Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,The animals are put down painlessly,1,24/02/2022 17:07,24/02/2022 17:10,R_3IbLSeYKb4fpYKT,YES,Yes,Confident,NA,Disagree,NA,NA,NA,Neither Agree nor Disagree,Agree,Agree,NA,NA,NA,Somewhat Agree,Neither Agree nor Disagree,Disagree,A few times a year,Most weeks,23,Male,NA,"Undergraduate degree (BSc, BA)",NA,19,2,For,Against
16,1646420000000,04/03/2022 19:23,1646420000000,1,04/03/2022 20:23,81174,9,task-t3d4,NA,20084401,5947868,NA,complete,NA,62226622ee872248688f55a3,computer,Desktop or Laptop,Windows 10,Firefox 56.0,1366x768,1366x643,NA,ITT Ratings,7,for,2,sec_60_vegan,sec_60_vegan,23,14,1,Screen 1,continueButton,response_rating_scale_likert_active,19118,NA,NA,Neither Agree nor Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,Vegan cooking is expensive,1,24/02/2022 17:00,24/02/2022 17:07,R_2rMlvuMRzJ7y54z,YES,Yes,Very confident,NA,Strongly Disagree,NA,NA,NA,Neither Agree nor Disagree,Agree,Strongly Agree,NA,NA,NA,Agree,Agree,Neither Agree nor Disagree,Never,Most days,24,Non-binary,NA,"Undergraduate degree (BSc, BA)",NA,14,2,For,Against
17,1646420000000,04/03/2022 19:23,1646420000000,1,04/03/2022 20:23,81174,9,task-t3d4,NA,20084401,5947868,NA,complete,NA,62226622ee872248688f55a3,computer,Desktop or Laptop,Windows 10,Firefox 56.0,1366x768,1366x643,NA,ITT Ratings,7,for,2,sec_60_vegan,sec_60_vegan,49,15,1,Screen 1,continueButton,response_rating_scale_likert_active,5188,NA,NA,Agree,1,0,1,0,NA,NA,NA,NA,1,statements,Care for the animals and their well-being.,1,24/02/2022 17:01,24/02/2022 17:10,R_3PLl88vhtROEyhl,YES,Yes,Very confident,NA,Somewhat Disagree,NA,NA,NA,Disagree,Somewhat Disagree,Agree,NA,NA,NA,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,A few times a year,A few times a year,21,Female,NA,NA,NA,18,1,For,For
18,1646420000000,04/03/2022 19:23,1646420000000,1,04/03/2022 20:23,81174,9,task-t3d4,NA,20084401,5947868,NA,complete,NA,62226622ee872248688f55a3,computer,Desktop or Laptop,Windows 10,Firefox 56.0,1366x768,1366x643,NA,ITT Ratings,7,for,2,sec_60_vegan,sec_60_vegan,46,16,1,Screen 1,continueButton,response_rating_scale_likert_active,5613,NA,NA,Strongly Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,"Vegan diet is too hard to be on (I love meat, cheese etc.).",1,24/02/2022 17:01,24/02/2022 17:10,R_3PLl88vhtROEyhl,YES,Yes,Very confident,NA,Somewhat Disagree,NA,NA,NA,Disagree,Somewhat Disagree,Agree,NA,NA,NA,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,A few times a year,A few times a year,21,Female,NA,NA,NA,18,1,For,Against
19,1646420000000,04/03/2022 19:23,1646420000000,1,04/03/2022 20:23,81174,9,task-t3d4,NA,20084401,5947868,NA,complete,NA,62226622ee872248688f55a3,computer,Desktop or Laptop,Windows 10,Firefox 56.0,1366x768,1366x643,NA,ITT Ratings,7,for,2,sec_60_vegan,sec_60_vegan,60,17,1,Screen 1,continueButton,response_rating_scale_likert_active,13885,NA,NA,Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,"I'm not vegan because I love meat too much. I could never ditch cheese. Plus, vegan are always trying to spread their propaganda and that puts me off of their cult-like ideology.",1,24/02/2022 17:00,24/02/2022 17:10,R_3gR7Vq0rqf4GlTd,YES,Yes,Very confident,NA,Strongly Disagree,NA,NA,NA,Disagree,Somewhat Disagree,Neither Agree nor Disagree,NA,NA,NA,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,A few times a year,Most days,29,Male,NA,"Undergraduate degree (BSc, BA)",NA,20,3,For,Against
20,1646420000000,04/03/2022 19:23,1646420000000,1,04/03/2022 20:23,81174,9,task-t3d4,NA,20084401,5947868,NA,complete,NA,62226622ee872248688f55a3,computer,Desktop or Laptop,Windows 10,Firefox 56.0,1366x768,1366x643,NA,ITT Ratings,7,for,2,sec_60_vegan,sec_60_vegan,54,18,1,Screen 1,continueButton,response_rating_scale_likert_active,3679,NA,NA,Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,Vegan food tastes bad,1,24/02/2022 17:07,24/02/2022 17:10,R_3IbLSeYKb4fpYKT,YES,Yes,Confident,NA,Disagree,NA,NA,NA,Neither Agree nor Disagree,Agree,Agree,NA,NA,NA,Somewhat Agree,Neither Agree nor Disagree,Disagree,A few times a year,Most weeks,23,Male,NA,"Undergraduate degree (BSc, BA)",NA,19,3,For,Against
21,1646420000000,04/03/2022 19:24,1646420000000,1,04/03/2022 20:24,81174,9,task-t3d4,NA,20084401,5947868,NA,complete,NA,62226622ee872248688f55a3,computer,Desktop or Laptop,Windows 10,Firefox 56.0,1366x768,1366x643,NA,ITT Ratings,7,for,2,sec_60_vegan,sec_60_vegan,22,19,1,Screen 1,continueButton,response_rating_scale_likert_active,27024,NA,NA,Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,Vegan cooking is bland,1,24/02/2022 17:00,24/02/2022 17:07,R_2rMlvuMRzJ7y54z,YES,Yes,Very confident,NA,Strongly Disagree,NA,NA,NA,Neither Agree nor Disagree,Agree,Strongly Agree,NA,NA,NA,Agree,Agree,Neither Agree nor Disagree,Never,Most days,24,Non-binary,NA,"Undergraduate degree (BSc, BA)",NA,14,1,For,Against
22,1646420000000,04/03/2022 19:24,1646420000000,1,04/03/2022 20:24,81174,9,task-t3d4,NA,20084401,5947868,NA,complete,NA,62226622ee872248688f55a3,computer,Desktop or Laptop,Windows 10,Firefox 56.0,1366x768,1366x643,NA,ITT Ratings,7,for,2,sec_60_vegan,sec_60_vegan,39,20,1,Screen 1,continueButton,response_rating_scale_likert_active,16777,NA,NA,Neither Agree nor Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,The vegan style of life is the most ecological way to live on our planet,1,24/02/2022 17:04,24/02/2022 17:09,R_YWeCOSSWWt4TiEh,YES,Yes,Very confident,NA,Strongly Disagree,NA,NA,NA,Neither Agree nor Disagree,Somewhat Agree,Agree,NA,NA,NA,Agree,Somewhat Agree,Somewhat Disagree,Most weeks,Most days,27,Male,NA,"Postgraduate degree (MSc, MA, MPhil)",NA,16,3,For,For
23,1646420000000,04/03/2022 19:24,1646420000000,1,04/03/2022 20:24,81174,9,task-t3d4,NA,20084401,5947868,NA,complete,NA,62226622ee872248688f55a3,computer,Desktop or Laptop,Windows 10,Firefox 56.0,1366x768,1366x643,NA,ITT Ratings,7,for,2,sec_60_vegan,sec_60_vegan,52,21,1,Screen 1,continueButton,response_rating_scale_likert_active,4613,NA,NA,Strongly Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,I like to eat red meat,1,24/02/2022 17:07,24/02/2022 17:10,R_3IbLSeYKb4fpYKT,YES,Yes,Confident,NA,Disagree,NA,NA,NA,Neither Agree nor Disagree,Agree,Agree,NA,NA,NA,Somewhat Agree,Neither Agree nor Disagree,Disagree,A few times a year,Most weeks,23,Male,NA,"Undergraduate degree (BSc, BA)",NA,19,1,For,Against
24,1646420000000,04/03/2022 19:24,1646420000000,1,04/03/2022 20:24,81174,9,task-t3d4,NA,20084401,5947868,NA,complete,NA,62226622ee872248688f55a3,computer,Desktop or Laptop,Windows 10,Firefox 56.0,1366x768,1366x643,NA,ITT Ratings,7,for,2,sec_60_vegan,sec_60_vegan,31,22,1,Screen 1,continueButton,response_rating_scale_likert_active,3232,NA,NA,Agree,1,0,1,0,NA,NA,NA,NA,1,statements,Environmental reason,1,24/02/2022 17:04,24/02/2022 17:08,R_a4pfRcUJyKFltbH,YES,Yes,Confident,NA,Neither Agree nor Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Strongly Disagree,A few times a year,A few times a year,25,Female,NA,"Postgraduate degree (MSc, MA, MPhil)",NA,15,1,For,For
25,1646420000000,04/03/2022 19:24,1646420000000,1,04/03/2022 20:24,81174,9,task-t3d4,NA,20084401,5947868,NA,complete,NA,62226622ee872248688f55a3,computer,Desktop or Laptop,Windows 10,Firefox 56.0,1366x768,1366x643,NA,ITT Ratings,7,for,2,sec_60_vegan,sec_60_vegan,7,23,1,Screen 1,continueButton,response_rating_scale_likert_active,12424,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,ethical reasons - not to harm animals,1,24/02/2022 17:00,24/02/2022 17:06,R_d52UjUWtMBvZSb7,YES,Yes,Very confident,NA,Disagree,NA,NA,NA,Disagree,Disagree,Somewhat Agree,NA,NA,NA,Somewhat Agree,Somewhat Agree,Somewhat Agree,A few times a year,Once or twice a year,23,Female,NA,"Undergraduate degree (BSc, BA)",NA,11,1,For,For
26,1646420000000,04/03/2022 19:25,1646420000000,1,04/03/2022 20:25,81174,9,task-t3d4,NA,20084401,5947868,NA,complete,NA,62226622ee872248688f55a3,computer,Desktop or Laptop,Windows 10,Firefox 56.0,1366x768,1366x643,NA,ITT Ratings,7,for,2,sec_60_vegan,sec_60_vegan,35,24,1,Screen 1,continueButton,response_rating_scale_likert_active,5584,NA,NA,Strongly Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,If you eat only vegetables you will not assume enough proteins.,1,24/02/2022 17:04,24/02/2022 17:09,R_YWeCOSSWWt4TiEh,YES,Yes,Very confident,NA,Strongly Disagree,NA,NA,NA,Neither Agree nor Disagree,Somewhat Agree,Agree,NA,NA,NA,Agree,Somewhat Agree,Somewhat Disagree,Most weeks,Most days,27,Male,NA,"Postgraduate degree (MSc, MA, MPhil)",NA,16,2,For,Against
27,1646420000000,04/03/2022 19:25,1646420000000,1,04/03/2022 20:25,81174,9,task-t3d4,NA,20084401,5947868,NA,complete,NA,62226622ee872248688f55a3,computer,Desktop or Laptop,Windows 10,Firefox 56.0,1366x768,1366x643,NA,ITT Ratings,7,for,2,sec_60_vegan,sec_60_vegan,25,25,1,Screen 1,continueButton,response_rating_scale_likert_active,56409,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,Animals should not be taken advantage of or killed,1,24/02/2022 17:00,24/02/2022 17:07,R_2rMlvuMRzJ7y54z,YES,Yes,Very confident,NA,Strongly Disagree,NA,NA,NA,Neither Agree nor Disagree,Agree,Strongly Agree,NA,NA,NA,Agree,Agree,Neither Agree nor Disagree,Never,Most days,24,Non-binary,NA,"Undergraduate degree (BSc, BA)",NA,14,1,For,For
28,1646420000000,04/03/2022 19:26,1646420000000,1,04/03/2022 20:26,81174,9,task-t3d4,NA,20084401,5947868,NA,complete,NA,62226622ee872248688f55a3,computer,Desktop or Laptop,Windows 10,Firefox 56.0,1366x768,1366x643,NA,ITT Ratings,7,for,2,sec_60_vegan,sec_60_vegan,29,26,1,Screen 1,continueButton,response_rating_scale_likert_active,10014,NA,NA,Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,Might have issues with veganism due to low iron or protein,1,24/02/2022 17:04,24/02/2022 17:08,R_a4pfRcUJyKFltbH,YES,Yes,Confident,NA,Neither Agree nor Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Strongly Disagree,A few times a year,A few times a year,25,Female,NA,"Postgraduate degree (MSc, MA, MPhil)",NA,15,2,For,Against
29,1646420000000,04/03/2022 19:26,1646420000000,1,04/03/2022 20:26,81174,9,task-t3d4,NA,20084401,5947868,NA,complete,NA,62226622ee872248688f55a3,computer,Desktop or Laptop,Windows 10,Firefox 56.0,1366x768,1366x643,NA,ITT Ratings,7,for,2,sec_60_vegan,sec_60_vegan,48,27,1,Screen 1,continueButton,response_rating_scale_likert_active,4512,NA,NA,Strongly Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,Vegan diet might not be healthy (lack of vitamins).,1,24/02/2022 17:01,24/02/2022 17:10,R_3PLl88vhtROEyhl,YES,Yes,Very confident,NA,Somewhat Disagree,NA,NA,NA,Disagree,Somewhat Disagree,Agree,NA,NA,NA,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,A few times a year,A few times a year,21,Female,NA,NA,NA,18,3,For,Against
