Event.Index,UTC.Timestamp,UTC.Date,Local.Timestamp,Local.Timezone,Local.Date,Experiment.ID,Experiment.Version,Tree.Node.Key,Repeat.Key,Schedule.ID,Participant.Private.ID,Participant.Starting.Group,Participant.Status,Participant.Completion.Code,Participant.External.Session.ID,Participant.Device.Type,Participant.Device,Participant.OS,Participant.Browser,Participant.Monitor.Size,Participant.Viewport.Size,Checkpoint,Task.Name,Task.Version,branch.69an,randomiser.8vg2,quota.bqtt,quota.rycs,quota.wtfi,quota.usve,quota.zgic,quota.f3yz,quota.r9vy,quota.tfqq,quota.3dga,quota.dtj6,Spreadsheet,Spreadsheet.Name,Spreadsheet.Row,Trial.Number,Screen.Number,Screen.Name,Zone.Name,Zone.Type,Reaction.Time,Reaction.Onset,Response.Type,Response,Attempt,Correct,Incorrect,Dishonest,X.Coordinate,Y.Coordinate,Timed.Out,randomise_blocks,randomise_trials,display,Arguments,ShowProgressBar,StartDate,EndDate,Duration,discuss_1,read_1,age,gender,gender_4_TEXT,edu,ID,arg_ID,Position,Arg_Position
11,1658858101947,26/07/2022 17:55:01,1658858103068,1,26/07/2022 18:55:03,93981,5,task-s8ki,NA,23317349,6842672,NA,complete,NA,62e029a9367c432837a5b771,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x937,NA,ITT Ratings,3,against,6,NA,NA,NA,NA,ACCEPT,NA,NA,NA,NA,NA,batch6hes,batch6hes,34,9,1,Screen 1,continueButton,response_rating_scale_likert_active,3289.2000000476837,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,Don't know possible long term health complications,1,17/05/2021 11:56,17/05/2021 12:05,555,A few times a year,A few times a year,25,Female,-99,A levels,56,1,Against,Against
12,1658858109859,26/07/2022 17:55:09,1658858110997,1,26/07/2022 18:55:10,93981,5,task-s8ki,NA,23317349,6842672,NA,complete,NA,62e029a9367c432837a5b771,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x937,NA,ITT Ratings,3,against,6,NA,NA,NA,NA,ACCEPT,NA,NA,NA,NA,NA,batch6hes,batch6hes,3,10,1,Screen 1,continueButton,response_rating_scale_likert_active,7921.399999976158,NA,NA,Somewhat Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,We would like to check you are reading each argument carefully. Please select 'Somewhat Disagree' for this answer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,check2,NA,NA
13,1658858123951,26/07/2022 17:55:23,1658858125088,1,26/07/2022 18:55:25,93981,5,task-s8ki,NA,23317349,6842672,NA,complete,NA,62e029a9367c432837a5b771,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x937,NA,ITT Ratings,3,against,6,NA,NA,NA,NA,ACCEPT,NA,NA,NA,NA,NA,batch6hes,batch6hes,32,11,1,Screen 1,continueButton,response_rating_scale_likert_active,14083.199999928474,NA,NA,Strongly Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,I feel as if I have to or other people will judge me.,1,17/05/2021 11:40,17/05/2021 12:02,1360,Rarely,Rarely,49,Female,-99,"Undergraduate degree (BSc, BA)",55,2,Against,For
14,1658858131092,26/07/2022 17:55:31,1658858132220,1,26/07/2022 18:55:32,93981,5,task-s8ki,NA,23317349,6842672,NA,complete,NA,62e029a9367c432837a5b771,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x937,NA,ITT Ratings,3,against,6,NA,NA,NA,NA,ACCEPT,NA,NA,NA,NA,NA,batch6hes,batch6hes,30,12,1,Screen 1,continueButton,response_rating_scale_likert_active,7124.700000047684,NA,NA,Agree,1,0,1,0,NA,NA,NA,NA,1,statements,"I can carry on keeping my distance from people, wearing a mask and using hand sanitiser and keep myself and my family safe that way. It's worked so far.",1,17/05/2021 11:40,17/05/2021 12:02,1360,Rarely,Rarely,49,Female,-99,"Undergraduate degree (BSc, BA)",55,3,Against,Against
15,1658858135598,26/07/2022 17:55:35,1658858136720,1,26/07/2022 18:55:36,93981,5,task-s8ki,NA,23317349,6842672,NA,complete,NA,62e029a9367c432837a5b771,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x937,NA,ITT Ratings,3,against,6,NA,NA,NA,NA,ACCEPT,NA,NA,NA,NA,NA,batch6hes,batch6hes,4,13,1,Screen 1,continueButton,response_rating_scale_likert_active,4492.5,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,The vaccine was never tested to the gold standard.,1,17/05/2021 11:27,17/05/2021 11:58,1838,Rarely,Most days,59,Female,-99,"Undergraduate degree (BSc, BA)",51,1,Against,Against
16,1658858138560,26/07/2022 17:55:38,1658858139681,1,26/07/2022 18:55:39,93981,5,task-s8ki,NA,23317349,6842672,NA,complete,NA,62e029a9367c432837a5b771,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x937,NA,ITT Ratings,3,against,6,NA,NA,NA,NA,ACCEPT,NA,NA,NA,NA,NA,batch6hes,batch6hes,45,14,1,Screen 1,continueButton,response_rating_scale_likert_active,2953.1999999284744,NA,NA,Agree,1,0,1,0,NA,NA,NA,NA,1,statements,Help society to get back to normal,1,17/05/2021 11:49,17/05/2021 12:07,1067,Most weeks,Most months,29,Female,-99,"Undergraduate degree (BSc, BA)",57,3,Against,For
17,1658858141058,26/07/2022 17:55:41,1658858142186,1,26/07/2022 18:55:42,93981,5,task-s8ki,NA,23317349,6842672,NA,complete,NA,62e029a9367c432837a5b771,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x937,NA,ITT Ratings,3,against,6,NA,NA,NA,NA,ACCEPT,NA,NA,NA,NA,NA,batch6hes,batch6hes,16,15,1,Screen 1,continueButton,response_rating_scale_likert_active,2498.600000023842,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,Not tested enough not enough clinical trials,1,17/05/2021 11:52,17/05/2021 12:02,580,Most days,Most days,33,Male,-99,GCSEs,53,1,Against,Against
18,1658858146263,26/07/2022 17:55:46,1658858147399,1,26/07/2022 18:55:47,93981,5,task-s8ki,NA,23317349,6842672,NA,complete,NA,62e029a9367c432837a5b771,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x937,NA,ITT Ratings,3,against,6,NA,NA,NA,NA,ACCEPT,NA,NA,NA,NA,NA,batch6hes,batch6hes,24,16,1,Screen 1,continueButton,response_rating_scale_likert_active,5201.199999928474,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,The vaccine does not give you full immunity ....you can still catch and transmit the virus after being vaccinated .,1,17/05/2021 11:50,17/05/2021 12:02,717,Most days,Most days,47,Female,-99,"Undergraduate degree (BSc, BA)",54,3,Against,Against
19,1658858157243,26/07/2022 17:55:57,1658858158362,1,26/07/2022 18:55:58,93981,5,task-s8ki,NA,23317349,6842672,NA,complete,NA,62e029a9367c432837a5b771,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x937,NA,ITT Ratings,3,against,6,NA,NA,NA,NA,ACCEPT,NA,NA,NA,NA,NA,batch6hes,batch6hes,5,17,1,Screen 1,continueButton,response_rating_scale_likert_active,10956.100000023842,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,"The vaccine trials have caused some very adverse reactions, ongoing complications, and even death. Some covid vaccine manufacturers have even stated these dangers themselves.",1,17/05/2021 11:27,17/05/2021 11:58,1838,Rarely,Most days,59,Female,-99,"Undergraduate degree (BSc, BA)",51,2,Against,Against
20,1658858163269,26/07/2022 17:56:03,1658858164393,1,26/07/2022 18:56:04,93981,5,task-s8ki,NA,23317349,6842672,NA,complete,NA,62e029a9367c432837a5b771,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x937,NA,ITT Ratings,3,against,6,NA,NA,NA,NA,ACCEPT,NA,NA,NA,NA,NA,batch6hes,batch6hes,57,18,1,Screen 1,continueButton,response_rating_scale_likert_active,6023.600000023842,NA,NA,Somewhat Agree,1,0,1,0,NA,NA,NA,NA,1,statements,It's the only way out of this pandemic,1,17/05/2021 11:59,17/05/2021 12:15,955,Most months,Rarely,58,Female,-99,"GCSEs,A levels",59,3,Against,For
21,1658858168603,26/07/2022 17:56:08,1658858169732,1,26/07/2022 18:56:09,93981,5,task-s8ki,NA,23317349,6842672,NA,complete,NA,62e029a9367c432837a5b771,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x937,NA,ITT Ratings,3,against,6,NA,NA,NA,NA,ACCEPT,NA,NA,NA,NA,NA,batch6hes,batch6hes,22,19,1,Screen 1,continueButton,response_rating_scale_likert_active,5330.5,NA,NA,Somewhat Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,I rely on my natural immunity,1,17/05/2021 11:50,17/05/2021 12:02,717,Most days,Most days,47,Female,-99,"Undergraduate degree (BSc, BA)",54,1,Against,Against
22,1658858173757,26/07/2022 17:56:13,1658858174881,1,26/07/2022 18:56:14,93981,5,task-s8ki,NA,23317349,6842672,NA,complete,NA,62e029a9367c432837a5b771,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x937,NA,ITT Ratings,3,against,6,NA,NA,NA,NA,ACCEPT,NA,NA,NA,NA,NA,batch6hes,batch6hes,17,20,1,Screen 1,continueButton,response_rating_scale_likert_active,5140.599999904633,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,Big pharma taking 3.7billion in profits not giving it to everyone for free,1,17/05/2021 11:52,17/05/2021 12:02,580,Most days,Most days,33,Male,-99,GCSEs,53,2,Against,Against
23,1658858176247,26/07/2022 17:56:16,1658858177383,1,26/07/2022 18:56:17,93981,5,task-s8ki,NA,23317349,6842672,NA,complete,NA,62e029a9367c432837a5b771,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x937,NA,ITT Ratings,3,against,6,NA,NA,NA,NA,ACCEPT,NA,NA,NA,NA,NA,batch6hes,batch6hes,39,21,1,Screen 1,continueButton,response_rating_scale_likert_active,2495.3000000715256,NA,NA,Agree,1,0,1,0,NA,NA,NA,NA,1,statements,Go 'back to normal',1,17/05/2021 11:56,17/05/2021 12:05,555,A few times a year,A few times a year,25,Female,-99,A levels,56,3,Against,For
24,1658858181024,26/07/2022 17:56:21,1658858182160,1,26/07/2022 18:56:22,93981,5,task-s8ki,NA,23317349,6842672,NA,complete,NA,62e029a9367c432837a5b771,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x937,NA,ITT Ratings,3,against,6,NA,NA,NA,NA,ACCEPT,NA,NA,NA,NA,NA,batch6hes,batch6hes,7,22,1,Screen 1,continueButton,response_rating_scale_likert_active,4768.400000095367,NA,NA,Somewhat Agree,1,0,1,0,NA,NA,NA,NA,1,statements,I'm worried about catching the coronavirus.,1,17/05/2021 11:27,17/05/2021 11:58,1838,Rarely,Most days,59,Female,-99,"Undergraduate degree (BSc, BA)",51,1,Against,For
25,1658858183686,26/07/2022 17:56:23,1658858184808,1,26/07/2022 18:56:24,93981,5,task-s8ki,NA,23317349,6842672,NA,complete,NA,62e029a9367c432837a5b771,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x937,NA,ITT Ratings,3,against,6,NA,NA,NA,NA,ACCEPT,NA,NA,NA,NA,NA,batch6hes,batch6hes,52,23,1,Screen 1,continueButton,response_rating_scale_likert_active,2641.600000023842,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,The vaccine has not been tested for long enough,1,17/05/2021 11:59,17/05/2021 12:15,955,Most months,Rarely,58,Female,-99,"GCSEs,A levels",59,1,Against,Against
26,1658858187000,26/07/2022 17:56:27,1658858188123,1,26/07/2022 18:56:28,93981,5,task-s8ki,NA,23317349,6842672,NA,complete,NA,62e029a9367c432837a5b771,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x937,NA,ITT Ratings,3,against,6,NA,NA,NA,NA,ACCEPT,NA,NA,NA,NA,NA,batch6hes,batch6hes,42,24,1,Screen 1,continueButton,response_rating_scale_likert_active,3305.2000000476837,NA,NA,Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,Don't believe COVID-19 is real,1,17/05/2021 11:49,17/05/2021 12:07,1067,Most weeks,Most months,29,Female,-99,"Undergraduate degree (BSc, BA)",57,3,Against,Against
27,1658858191935,26/07/2022 17:56:31,1658858193069,1,26/07/2022 18:56:33,93981,5,task-s8ki,NA,23317349,6842672,NA,complete,NA,62e029a9367c432837a5b771,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x937,NA,ITT Ratings,3,against,6,NA,NA,NA,NA,ACCEPT,NA,NA,NA,NA,NA,batch6hes,batch6hes,14,25,1,Screen 1,continueButton,response_rating_scale_likert_active,4940,NA,NA,Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,"If I don't take it, I'll die from the disease.",1,17/05/2021 11:32,17/05/2021 12:00,1684,Rarely,Most months,43,Female,-99,"Undergraduate degree (BSc, BA)",52,2,Against,For
28,1658858195206,26/07/2022 17:56:35,1658858196335,1,26/07/2022 18:56:36,93981,5,task-s8ki,NA,23317349,6842672,NA,complete,NA,62e029a9367c432837a5b771,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x937,NA,ITT Ratings,3,against,6,NA,NA,NA,NA,ACCEPT,NA,NA,NA,NA,NA,batch6hes,batch6hes,59,26,1,Screen 1,continueButton,response_rating_scale_likert_active,3255.2999999523163,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,Don't know what the long term side effects of the vaccine are,1,17/05/2021 12:02,17/05/2021 12:17,926,Rarely,A few times a year,30,Female,-99,"Undergraduate degree (BSc, BA)",60,2,Against,Against
29,1658858198769,26/07/2022 17:56:38,1658858199904,1,26/07/2022 18:56:39,93981,5,task-s8ki,NA,23317349,6842672,NA,complete,NA,62e029a9367c432837a5b771,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x937,NA,ITT Ratings,3,against,6,NA,NA,NA,NA,ACCEPT,NA,NA,NA,NA,NA,batch6hes,batch6hes,43,27,1,Screen 1,continueButton,response_rating_scale_likert_active,3561.2999999523163,NA,NA,Agree,1,0,1,0,NA,NA,NA,NA,1,statements,Lower infection and transmission rates,1,17/05/2021 11:49,17/05/2021 12:07,1067,Most weeks,Most months,29,Female,-99,"Undergraduate degree (BSc, BA)",57,1,Against,For
30,1658858202876,26/07/2022 17:56:42,1658858203997,1,26/07/2022 18:56:43,93981,5,task-s8ki,NA,23317349,6842672,NA,complete,NA,62e029a9367c432837a5b771,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x937,NA,ITT Ratings,3,against,6,NA,NA,NA,NA,ACCEPT,NA,NA,NA,NA,NA,batch6hes,batch6hes,10,28,1,Screen 1,continueButton,response_rating_scale_likert_active,4085,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,I don't do experimental drugs,1,17/05/2021 11:32,17/05/2021 12:00,1684,Rarely,Most months,43,Female,-99,"Undergraduate degree (BSc, BA)",52,1,Against,Against
31,1658858207657,26/07/2022 17:56:47,1658858208790,1,26/07/2022 18:56:48,93981,5,task-s8ki,NA,23317349,6842672,NA,complete,NA,62e029a9367c432837a5b771,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x937,NA,ITT Ratings,3,against,6,NA,NA,NA,NA,ACCEPT,NA,NA,NA,NA,NA,batch6hes,batch6hes,26,29,1,Screen 1,continueButton,response_rating_scale_likert_active,4785.600000023842,NA,NA,Neither Agree nor Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,I want to do my bit to protect the vulnerable ...so I don't pass it on to others,1,17/05/2021 11:50,17/05/2021 12:02,717,Most days,Most days,47,Female,-99,"Undergraduate degree (BSc, BA)",54,2,Against,For
32,1658858218130,26/07/2022 17:56:58,1658858219262,1,26/07/2022 18:56:59,93981,5,task-s8ki,NA,23317349,6842672,NA,complete,NA,62e029a9367c432837a5b771,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x937,NA,ITT Ratings,3,against,6,NA,NA,NA,NA,ACCEPT,NA,NA,NA,NA,NA,batch6hes,batch6hes,19,30,1,Screen 1,continueButton,response_rating_scale_likert_active,10464,NA,NA,Neither Agree nor Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,It's effective because the news told me so,1,17/05/2021 11:52,17/05/2021 12:02,580,Most days,Most days,33,Male,-99,GCSEs,53,1,Against,For
33,1658858221080,26/07/2022 17:57:01,1658858222212,1,26/07/2022 18:57:02,93981,5,task-s8ki,NA,23317349,6842672,NA,complete,NA,62e029a9367c432837a5b771,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x937,NA,ITT Ratings,3,against,6,NA,NA,NA,NA,ACCEPT,NA,NA,NA,NA,NA,batch6hes,batch6hes,53,31,1,Screen 1,continueButton,response_rating_scale_likert_active,2944.1999999284744,NA,NA,Agree,1,0,1,0,NA,NA,NA,NA,1,statements,Worried about the side effects that could happen,1,17/05/2021 11:59,17/05/2021 12:15,955,Most months,Rarely,58,Female,-99,"GCSEs,A levels",59,2,Against,Against
34,1658858226696,26/07/2022 17:57:06,1658858227815,1,26/07/2022 18:57:07,93981,5,task-s8ki,NA,23317349,6842672,NA,complete,NA,62e029a9367c432837a5b771,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x937,NA,ITT Ratings,3,against,6,NA,NA,NA,NA,ACCEPT,NA,NA,NA,NA,NA,batch6hes,batch6hes,27,32,1,Screen 1,continueButton,response_rating_scale_likert_active,5595.300000071526,NA,NA,Agree,1,0,1,0,NA,NA,NA,NA,1,statements,"Even though it may not be fatal for everyone , people ca still suffer from long covid",1,17/05/2021 11:50,17/05/2021 12:02,717,Most days,Most days,47,Female,-99,"Undergraduate degree (BSc, BA)",54,3,Against,For
35,1658858236790,26/07/2022 17:57:16,1658858237910,1,26/07/2022 18:57:17,93981,5,task-s8ki,NA,23317349,6842672,NA,complete,NA,62e029a9367c432837a5b771,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x937,NA,ITT Ratings,3,against,6,NA,NA,NA,NA,ACCEPT,NA,NA,NA,NA,NA,batch6hes,batch6hes,54,33,1,Screen 1,continueButton,response_rating_scale_likert_active,10086.399999976158,NA,NA,Somewhat Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,If enough other people get vaccinated I won't need it,1,17/05/2021 11:59,17/05/2021 12:15,955,Most months,Rarely,58,Female,-99,"GCSEs,A levels",59,3,Against,Against
36,1658858242351,26/07/2022 17:57:22,1658858243477,1,26/07/2022 18:57:23,93981,5,task-s8ki,NA,23317349,6842672,NA,complete,NA,62e029a9367c432837a5b771,computer,Desktop or Laptop,Windows 10,Chrome 103.0.0.0,1920x1080,1920x937,NA,ITT Ratings,3,against,6,NA,NA,NA,NA,ACCEPT,NA,NA,NA,NA,NA,batch6hes,batch6hes,23,34,1,Screen 1,continueButton,response_rating_scale_likert_active,5559.700000047684,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,The vaccines haven't been thoroughly tested so the side effects are as yet unknown,1,17/05/2021 11:50,17/05/2021 12:02,717,Most days,Most days,47,Female,-99,"Undergraduate degree (BSc, BA)",54,2,Against,Against
