Event.Index,UTC.Timestamp,UTC.Date,Local.Timestamp,Local.Timezone,Local.Date,Experiment.ID,Experiment.Version,Tree.Node.Key,Repeat.Key,Schedule.ID,Participant.Private.ID,Participant.Starting.Group,Participant.Status,Participant.Completion.Code,Participant.External.Session.ID,Participant.Device.Type,Participant.Device,Participant.OS,Participant.Browser,Participant.Monitor.Size,Participant.Viewport.Size,Checkpoint,Task.Name,Task.Version,branch.69an,randomiser.8vg2,quota.bqtt,quota.rycs,quota.wtfi,quota.usve,quota.zgic,quota.f3yz,quota.r9vy,quota.tfqq,quota.3dga,quota.dtj6,Spreadsheet,Spreadsheet.Name,Spreadsheet.Row,Trial.Number,Screen.Number,Screen.Name,Zone.Name,Zone.Type,Reaction.Time,Reaction.Onset,Response.Type,Response,Attempt,Correct,Incorrect,Dishonest,X.Coordinate,Y.Coordinate,Timed.Out,randomise_blocks,randomise_trials,display,Arguments,ShowProgressBar,StartDate,EndDate,Status,prolif_check,discuss_1,read_1,age,gender,gender_4_TEXT,edu,condition,ID,arg_ID,Position,Arg_Position
11,1659975527957,08/08/2022 16:18:47,1659975525726,1,08/08/2022 17:18:45,94826,3,task-j4ag,NA,23527440,6895725,NA,complete,NA,62f13728e7b41fb89ee357a8,mobile,Samsung SM-G973F,Android 12,Samsung Browser 17.0,869x412,778x340,NA,ITT Ratings,2,for,5,NA,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,batch5pro,batch5pro,18,9,1,Screen 1,continueButton,response_rating_scale_likert_active,2888.899999976158,NA,NA,Strongly Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,I do not believe the vaccination is safe,1,17/06/2021 12:45,17/06/2021 12:55,IP Address,For (I feel positively about the vaccines),Never,Rarely,27,Female,NA,A levels,control,43,3,For,Against
12,1659975534698,08/08/2022 16:18:54,1659975532446,1,08/08/2022 17:18:52,94826,3,task-j4ag,NA,23527440,6895725,NA,complete,NA,62f13728e7b41fb89ee357a8,mobile,Samsung SM-G973F,Android 12,Samsung Browser 17.0,869x412,778x340,NA,ITT Ratings,2,for,5,NA,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,batch5pro,batch5pro,58,10,1,Screen 1,continueButton,response_rating_scale_likert_active,6677.300000071526,NA,NA,Strongly Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,That the vaccine isn't safe,1,17/06/2021 12:52,17/06/2021 12:57,IP Address,For (I feel positively about the vaccines),Most months,Most months,29,Female,NA,"Undergraduate degree (BSc, BA)",control,50,1,For,Against
13,1659975537579,08/08/2022 16:18:57,1659975535341,1,08/08/2022 17:18:55,94826,3,task-j4ag,NA,23527440,6895725,NA,complete,NA,62f13728e7b41fb89ee357a8,mobile,Samsung SM-G973F,Android 12,Samsung Browser 17.0,869x412,778x340,NA,ITT Ratings,2,for,5,NA,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,batch5pro,batch5pro,44,11,1,Screen 1,continueButton,response_rating_scale_likert_active,2855.1999999284744,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,It will help protect myself,1,17/06/2021 12:45,17/06/2021 12:57,IP Address,For (I feel positively about the vaccines),Never,Most months,22,Female,NA,"Postgraduate degree (MSc, MA, MPhil)",control,47,2,For,For
14,1659975541158,08/08/2022 16:19:01,1659975538915,1,08/08/2022 17:18:58,94826,3,task-j4ag,NA,23527440,6895725,NA,complete,NA,62f13728e7b41fb89ee357a8,mobile,Samsung SM-G973F,Android 12,Samsung Browser 17.0,869x412,778x340,NA,ITT Ratings,2,for,5,NA,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,batch5pro,batch5pro,24,12,1,Screen 1,continueButton,response_rating_scale_likert_active,3534.600000023842,NA,NA,Strongly Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,The vaccine may contain something that we have not been told about.,1,17/06/2021 12:41,17/06/2021 12:56,IP Address,For (I feel positively about the vaccines),Most weeks,Most weeks,23,Male,NA,"Undergraduate degree (BSc, BA)",control,44,3,For,Against
15,1659975543985,08/08/2022 16:19:03,1659975541742,1,08/08/2022 17:19:01,94826,3,task-j4ag,NA,23527440,6895725,NA,complete,NA,62f13728e7b41fb89ee357a8,mobile,Samsung SM-G973F,Android 12,Samsung Browser 17.0,869x412,778x340,NA,ITT Ratings,2,for,5,NA,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,batch5pro,batch5pro,63,13,1,Screen 1,continueButton,response_rating_scale_likert_active,2790.100000023842,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,You can go on holiday,1,17/06/2021 12:52,17/06/2021 12:57,IP Address,For (I feel positively about the vaccines),Most months,Most months,29,Female,NA,"Undergraduate degree (BSc, BA)",control,50,3,For,For
16,1659975548321,08/08/2022 16:19:08,1659975546069,1,08/08/2022 17:19:06,94826,3,task-j4ag,NA,23527440,6895725,NA,complete,NA,62f13728e7b41fb89ee357a8,mobile,Samsung SM-G973F,Android 12,Samsung Browser 17.0,869x412,778x340,NA,ITT Ratings,2,for,5,NA,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,batch5pro,batch5pro,54,14,1,Screen 1,continueButton,response_rating_scale_likert_active,4272.5,NA,NA,Strongly Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,I would rather risk it and rely on immune system.,1,17/06/2021 12:49,17/06/2021 12:57,IP Address,For (I feel positively about the vaccines),Rarely,A few times a year,38,Male,NA,GCSEs,control,49,3,For,Against
17,1659975552289,08/08/2022 16:19:12,1659975550051,1,08/08/2022 17:19:10,94826,3,task-j4ag,NA,23527440,6895725,NA,complete,NA,62f13728e7b41fb89ee357a8,mobile,Samsung SM-G973F,Android 12,Samsung Browser 17.0,869x412,778x340,NA,ITT Ratings,2,for,5,NA,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,batch5pro,batch5pro,41,15,1,Screen 1,continueButton,response_rating_scale_likert_active,3942.100000023842,NA,NA,Strongly Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,I am under the impression that vaccinations and autism are linked,1,17/06/2021 12:45,17/06/2021 12:57,IP Address,For (I feel positively about the vaccines),Never,Most months,22,Female,NA,"Postgraduate degree (MSc, MA, MPhil)",control,47,2,For,Against
18,1659975555401,08/08/2022 16:19:15,1659975553164,1,08/08/2022 17:19:13,94826,3,task-j4ag,NA,23527440,6895725,NA,complete,NA,62f13728e7b41fb89ee357a8,mobile,Samsung SM-G973F,Android 12,Samsung Browser 17.0,869x412,778x340,NA,ITT Ratings,2,for,5,NA,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,batch5pro,batch5pro,19,16,1,Screen 1,continueButton,response_rating_scale_likert_active,3075.600000023842,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,I believe the vaccine is beneficial and will provide protection,1,17/06/2021 12:45,17/06/2021 12:55,IP Address,For (I feel positively about the vaccines),Never,Rarely,27,Female,NA,A levels,control,43,1,For,For
19,1659975558469,08/08/2022 16:19:18,1659975556229,1,08/08/2022 17:19:16,94826,3,task-j4ag,NA,23527440,6895725,NA,complete,NA,62f13728e7b41fb89ee357a8,mobile,Samsung SM-G973F,Android 12,Samsung Browser 17.0,869x412,778x340,NA,ITT Ratings,2,for,5,NA,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,batch5pro,batch5pro,57,17,1,Screen 1,continueButton,response_rating_scale_likert_active,3025.100000023842,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,To assist in getting through this pandemic,1,17/06/2021 12:49,17/06/2021 12:57,IP Address,For (I feel positively about the vaccines),Rarely,A few times a year,38,Male,NA,GCSEs,control,49,3,For,For
20,1659975561765,08/08/2022 16:19:21,1659975559529,1,08/08/2022 17:19:19,94826,3,task-j4ag,NA,23527440,6895725,NA,complete,NA,62f13728e7b41fb89ee357a8,mobile,Samsung SM-G973F,Android 12,Samsung Browser 17.0,869x412,778x340,NA,ITT Ratings,2,for,5,NA,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,batch5pro,batch5pro,26,18,1,Screen 1,continueButton,response_rating_scale_likert_active,3263.7999999523163,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,So I can see my family and friends without fear of contracting the virus.,1,17/06/2021 12:41,17/06/2021 12:56,IP Address,For (I feel positively about the vaccines),Most weeks,Most weeks,23,Male,NA,"Undergraduate degree (BSc, BA)",control,44,2,For,For
21,1659975566641,08/08/2022 16:19:26,1659975564389,1,08/08/2022 17:19:24,94826,3,task-j4ag,NA,23527440,6895725,NA,complete,NA,62f13728e7b41fb89ee357a8,mobile,Samsung SM-G973F,Android 12,Samsung Browser 17.0,869x412,778x340,NA,ITT Ratings,2,for,5,NA,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,batch5pro,batch5pro,29,19,1,Screen 1,continueButton,response_rating_scale_likert_active,4828.699999928474,NA,NA,Strongly Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,I feel the vaccine has been developed too quickly and not tested rigorously enough to the sure that it is safe.,1,17/06/2021 12:44,17/06/2021 12:56,IP Address,For (I feel positively about the vaccines),Rarely,Rarely,40,Female,NA,"Undergraduate degree (BSc, BA)",choice,45,2,For,Against
22,1659975574323,08/08/2022 16:19:34,1659975572065,1,08/08/2022 17:19:32,94826,3,task-j4ag,NA,23527440,6895725,NA,complete,NA,62f13728e7b41fb89ee357a8,mobile,Samsung SM-G973F,Android 12,Samsung Browser 17.0,869x412,778x340,NA,ITT Ratings,2,for,5,NA,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,batch5pro,batch5pro,2,20,1,Screen 1,continueButton,response_rating_scale_likert_active,7633.100000023842,NA,NA,Somewhat Agree,1,0,1,0,NA,NA,NA,NA,1,statements,We would like to check you are reading each argument carefully. Please select 'Somewhat Agree' for this answer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,check1,NA,NA
23,1659975581479,08/08/2022 16:19:41,1659975579228,1,08/08/2022 17:19:39,94826,3,task-j4ag,NA,23527440,6895725,NA,complete,NA,62f13728e7b41fb89ee357a8,mobile,Samsung SM-G973F,Android 12,Samsung Browser 17.0,869x412,778x340,NA,ITT Ratings,2,for,5,NA,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,batch5pro,batch5pro,5,21,1,Screen 1,continueButton,response_rating_scale_likert_active,7124.699999928474,NA,NA,Strongly Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,The Government are having to insure the vaccines,1,17/06/2021 12:39,17/06/2021 12:54,IP Address,For (I feel positively about the vaccines),Rarely,Most months,38,Male,NA,"Undergraduate degree (BSc, BA)",choice,41,2,For,Against
24,1659975585263,08/08/2022 16:19:45,1659975583010,1,08/08/2022 17:19:43,94826,3,task-j4ag,NA,23527440,6895725,NA,complete,NA,62f13728e7b41fb89ee357a8,mobile,Samsung SM-G973F,Android 12,Samsung Browser 17.0,869x412,778x340,NA,ITT Ratings,2,for,5,NA,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,batch5pro,batch5pro,45,22,1,Screen 1,continueButton,response_rating_scale_likert_active,3743,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,"It will help protect the general population, and stop the spread of COVID-19",1,17/06/2021 12:45,17/06/2021 12:57,IP Address,For (I feel positively about the vaccines),Never,Most months,22,Female,NA,"Postgraduate degree (MSc, MA, MPhil)",control,47,3,For,For
25,1659975587754,08/08/2022 16:19:47,1659975585506,1,08/08/2022 17:19:45,94826,3,task-j4ag,NA,23527440,6895725,NA,complete,NA,62f13728e7b41fb89ee357a8,mobile,Samsung SM-G973F,Android 12,Samsung Browser 17.0,869x412,778x340,NA,ITT Ratings,2,for,5,NA,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,batch5pro,batch5pro,47,23,1,Screen 1,continueButton,response_rating_scale_likert_active,2449.2000000476837,NA,NA,Strongly Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,I don't think covid is real.,1,17/06/2021 12:48,17/06/2021 12:57,IP Address,For (I feel positively about the vaccines),Rarely,Most months,25,Female,NA,A levels,choice,48,2,For,Against
26,1659975593199,08/08/2022 16:19:53,1659975590956,1,08/08/2022 17:19:50,94826,3,task-j4ag,NA,23527440,6895725,NA,complete,NA,62f13728e7b41fb89ee357a8,mobile,Samsung SM-G973F,Android 12,Samsung Browser 17.0,869x412,778x340,NA,ITT Ratings,2,for,5,NA,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,batch5pro,batch5pro,23,24,1,Screen 1,continueButton,response_rating_scale_likert_active,5410.800000071526,NA,NA,Strongly Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,The side-effects of taking the vaccine are not worth the hassle of receiving a vaccine.,1,17/06/2021 12:41,17/06/2021 12:56,IP Address,For (I feel positively about the vaccines),Most weeks,Most weeks,23,Male,NA,"Undergraduate degree (BSc, BA)",control,44,2,For,Against
27,1659975596029,08/08/2022 16:19:56,1659975593791,1,08/08/2022 17:19:53,94826,3,task-j4ag,NA,23527440,6895725,NA,complete,NA,62f13728e7b41fb89ee357a8,mobile,Samsung SM-G973F,Android 12,Samsung Browser 17.0,869x412,778x340,NA,ITT Ratings,2,for,5,NA,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,batch5pro,batch5pro,35,25,1,Screen 1,continueButton,response_rating_scale_likert_active,2794,NA,NA,Strongly Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,health reasons and I can not take  it,1,17/06/2021 12:46,17/06/2021 12:56,IP Address,For (I feel positively about the vaccines),A few times a year,A few times a year,53,Female,NA,Vocational Training / Apprenticeship,control,46,2,For,Against
28,1659975599545,08/08/2022 16:19:59,1659975597293,1,08/08/2022 17:19:57,94826,3,task-j4ag,NA,23527440,6895725,NA,complete,NA,62f13728e7b41fb89ee357a8,mobile,Samsung SM-G973F,Android 12,Samsung Browser 17.0,869x412,778x340,NA,ITT Ratings,2,for,5,NA,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,batch5pro,batch5pro,55,26,1,Screen 1,continueButton,response_rating_scale_likert_active,3462.899999976158,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,It's safe and I want to ensure people around me are safe,1,17/06/2021 12:49,17/06/2021 12:57,IP Address,For (I feel positively about the vaccines),Rarely,A few times a year,38,Male,NA,GCSEs,control,49,1,For,For
29,1659975604937,08/08/2022 16:20:04,1659975602700,1,08/08/2022 17:20:02,94826,3,task-j4ag,NA,23527440,6895725,NA,complete,NA,62f13728e7b41fb89ee357a8,mobile,Samsung SM-G973F,Android 12,Samsung Browser 17.0,869x412,778x340,NA,ITT Ratings,2,for,5,NA,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,batch5pro,batch5pro,51,27,1,Screen 1,continueButton,response_rating_scale_likert_active,5367.899999976158,NA,NA,Neither Agree nor Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,I have been told it's the right thing by my doctor,1,17/06/2021 12:48,17/06/2021 12:57,IP Address,For (I feel positively about the vaccines),Rarely,Most months,25,Female,NA,A levels,choice,48,3,For,For
30,1659975608198,08/08/2022 16:20:08,1659975605938,1,08/08/2022 17:20:05,94826,3,task-j4ag,NA,23527440,6895725,NA,complete,NA,62f13728e7b41fb89ee357a8,mobile,Samsung SM-G973F,Android 12,Samsung Browser 17.0,869x412,778x340,NA,ITT Ratings,2,for,5,NA,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,batch5pro,batch5pro,60,28,1,Screen 1,continueButton,response_rating_scale_likert_active,3200.899999976158,NA,NA,Neither Agree nor Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,I've already had covid,1,17/06/2021 12:52,17/06/2021 12:57,IP Address,For (I feel positively about the vaccines),Most months,Most months,29,Female,NA,"Undergraduate degree (BSc, BA)",control,50,3,For,Against
31,1659975614548,08/08/2022 16:20:14,1659975612292,1,08/08/2022 17:20:12,94826,3,task-j4ag,NA,23527440,6895725,NA,complete,NA,62f13728e7b41fb89ee357a8,mobile,Samsung SM-G973F,Android 12,Samsung Browser 17.0,869x412,778x340,NA,ITT Ratings,2,for,5,NA,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,batch5pro,batch5pro,38,29,1,Screen 1,continueButton,response_rating_scale_likert_active,6316.299999952316,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,the evidence and information relating to the vaccine is positive,1,17/06/2021 12:46,17/06/2021 12:56,IP Address,For (I feel positively about the vaccines),A few times a year,A few times a year,53,Female,NA,Vocational Training / Apprenticeship,control,46,2,For,For
32,1659975617089,08/08/2022 16:20:17,1659975614833,1,08/08/2022 17:20:14,94826,3,task-j4ag,NA,23527440,6895725,NA,complete,NA,62f13728e7b41fb89ee357a8,mobile,Samsung SM-G973F,Android 12,Samsung Browser 17.0,869x412,778x340,NA,ITT Ratings,2,for,5,NA,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,batch5pro,batch5pro,28,30,1,Screen 1,continueButton,response_rating_scale_likert_active,2501.7000000476837,NA,NA,Strongly Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,I am allergic to one of the ingredients in the vaccine.,1,17/06/2021 12:44,17/06/2021 12:56,IP Address,For (I feel positively about the vaccines),Rarely,Rarely,40,Female,NA,"Undergraduate degree (BSc, BA)",choice,45,1,For,Against
33,1659975618898,08/08/2022 16:20:18,1659975616617,1,08/08/2022 17:20:16,94826,3,task-j4ag,NA,23527440,6895725,NA,complete,NA,62f13728e7b41fb89ee357a8,mobile,Samsung SM-G973F,Android 12,Samsung Browser 17.0,869x412,778x340,NA,ITT Ratings,2,for,5,NA,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,batch5pro,batch5pro,33,31,1,Screen 1,continueButton,response_rating_scale_likert_active,1736.7999999523165,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,I believe it is safe.,1,17/06/2021 12:44,17/06/2021 12:56,IP Address,For (I feel positively about the vaccines),Rarely,Rarely,40,Female,NA,"Undergraduate degree (BSc, BA)",choice,45,3,For,For
34,1659975620804,08/08/2022 16:20:20,1659975618493,1,08/08/2022 17:20:18,94826,3,task-j4ag,NA,23527440,6895725,NA,complete,NA,62f13728e7b41fb89ee357a8,mobile,Samsung SM-G973F,Android 12,Samsung Browser 17.0,869x412,778x340,NA,ITT Ratings,2,for,5,NA,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,batch5pro,batch5pro,21,32,1,Screen 1,continueButton,response_rating_scale_likert_active,1834.1999999284744,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,I want to be protected against covid,1,17/06/2021 12:45,17/06/2021 12:55,IP Address,For (I feel positively about the vaccines),Never,Rarely,27,Female,NA,A levels,control,43,3,For,For
