Event.Index,UTC.Timestamp,UTC.Date,Participant.Private.ID,Task.Version,Trial.Number,Response,display,ARGUER_ID,discuss_1,read_1,age,gender,edu,argument_ID,Arg_Position,Arguments,rater_position,response_ratings,Arguer_Position,argument_index,Rater_ID,argument_Position,condition,ITT_cond,passedITT
49,1658858070844,26/07/2022 17:54:30,6842664,3,46,Strongly Disagree,statements,9,Rarely,Most months,27,Male,"Undergraduate degree (BSc, BA)",6,Against,I get tested all the time and can afford to self-isolate,Anti,1,ANTI,654,206,Against,Baseline,0,NA
51,1658858081519,26/07/2022 17:54:41,6842664,3,48,Strongly Agree,statements,1,Most days,Most months,32,Female,A levels,4,Against,"the vaccine has side effects.

",Anti,7,ANTI,604,206,Against,Baseline,0,NA
53,1658858089761,26/07/2022 17:54:49,6842664,3,50,Strongly Disagree,statements,3,Most weeks,Most weeks,49,Female,GCSEs,5,Against,Im not mixing with other people,Anti,1,ANTI,617,206,Against,Baseline,0,NA
55,1658858095613,26/07/2022 17:54:55,6842664,3,52,Somewhat Disagree,statements,10,Once or twice a year,Most months,34,Male,GCSEs,5,Against,I've never had a vaccine and never will,Anti,3,ANTI,659,206,Against,Baseline,0,NA
59,1658858115126,26/07/2022 17:55:15,6842664,3,56,Strongly Agree,statements,6,Most weeks,Most days,32,Female,A levels,6,Against,It is a new technology that was considered unethical before thats why it was never passed,Anti,7,ANTI,636,206,Against,Baseline,0,NA
60,1658858117458,26/07/2022 17:55:17,6842664,3,57,Strongly Agree,statements,1,Most days,Most months,32,Female,A levels,6,Against,it's still in its trial stages.,Anti,7,ANTI,606,206,Against,Baseline,0,NA
61,1658858121710,26/07/2022 17:55:21,6842664,3,58,Strongly Agree,statements,10,Once or twice a year,Most months,34,Male,GCSEs,4,Against,I don't know what's in it,Anti,7,ANTI,658,206,Against,Baseline,0,NA
63,1658858132075,26/07/2022 17:55:32,6842664,3,60,Neither Agree nor Disagree,statements,1,Most days,Most months,32,Female,A levels,5,Against,if you were to have covid you would have already.,Anti,4,ANTI,605,206,Against,Baseline,0,NA
4,1658859886374,26/07/2022 18:24:46,6842894,3,2,Agree,statements,3,Most weeks,Most weeks,49,Female,GCSEs,4,Against,It hasnt been tested for long enough,Anti,6,ANTI,616,254,Against,Baseline,0,NA
5,1658859894959,26/07/2022 18:24:54,6842894,3,3,Agree,statements,7,Most months,Most months,49,Male,Vocational Training / Apprenticeship,4,Against,I don't think have taken enough time to test the vaccine properly.,Anti,6,ANTI,640,254,Against,Baseline,0,NA
6,1658859899282,26/07/2022 18:24:59,6842894,3,4,Agree,statements,3,Most weeks,Most weeks,49,Female,GCSEs,6,Against,Im unsure of the long term affects,Anti,6,ANTI,618,254,Against,Baseline,0,NA
7,1658859903425,26/07/2022 18:25:03,6842894,3,5,Agree,statements,6,Most weeks,Most days,32,Female,A levels,5,Against,The vaccine hasn't been tested for long enough to ensure its safety and effectiveness,Anti,6,ANTI,635,254,Against,Baseline,0,NA
8,1658859907800,26/07/2022 18:25:07,6842894,3,6,Strongly Agree,statements,4,Most days,Most weeks,31,Female,GCSEs,6,Against,It will have serious consequences on peoples health.,Anti,7,ANTI,624,254,Against,Baseline,0,NA
12,1658859937848,26/07/2022 18:25:37,6842894,3,10,Somewhat Agree,statements,1,Most days,Most months,32,Female,A levels,5,Against,if you were to have covid you would have already.,Anti,5,ANTI,605,254,Against,Baseline,0,NA
19,1658860002210,26/07/2022 18:26:42,6842894,3,17,Agree,statements,5,A few times a year,A few times a year,32,Female,A levels,5,Against,I am unsure about any long-term side effects that might arise from the vaccine in years to come due to how quickly the testing phase was carried out.,Anti,6,ANTI,629,254,Against,Baseline,0,NA
20,1658860009605,26/07/2022 18:26:49,6842894,3,18,Somewhat Agree,statements,2,Most days,Most weeks,24,Female,"Undergraduate degree (BSc, BA)",6,Against,"Theories about how the vaccine has been produced, the ingredients of it, seems suspicious and doesn't seem to be effective either.",Anti,5,ANTI,612,254,Against,Baseline,0,NA
22,1658860030601,26/07/2022 18:27:10,6842894,3,20,Agree,statements,10,Once or twice a year,Most months,34,Male,GCSEs,6,Against,The vaccine was man made,Anti,6,ANTI,660,254,Against,Baseline,0,NA
25,1658860048116,26/07/2022 18:27:28,6842894,3,23,Strongly Disagree,statements,8,Most days,Most days,54,Male,Vocational Training / Apprenticeship,6,Against,I am undergoing treatment for cancer,Anti,1,ANTI,648,254,Against,Baseline,0,NA
28,1658860060680,26/07/2022 18:27:40,6842894,3,26,Agree,statements,10,Once or twice a year,Most months,34,Male,GCSEs,5,Against,I've never had a vaccine and never will,Anti,6,ANTI,659,254,Against,Baseline,0,NA
31,1658860086422,26/07/2022 18:28:06,6842894,3,29,Agree,statements,8,Most days,Most days,54,Male,Vocational Training / Apprenticeship,4,Against,I would rather wait to see if there are any negative effect in people who have had the vaccine before I make up my mind,Anti,6,ANTI,646,254,Against,Baseline,0,NA
32,1658860093325,26/07/2022 18:28:13,6842894,3,30,Disagree,statements,9,Rarely,Most months,27,Male,"Undergraduate degree (BSc, BA)",6,Against,I get tested all the time and can afford to self-isolate,Anti,2,ANTI,654,254,Against,Baseline,0,NA
34,1658860105758,26/07/2022 18:28:25,6842894,3,32,Agree,statements,1,Most days,Most months,32,Female,A levels,6,Against,it's still in its trial stages.,Anti,6,ANTI,606,254,Against,Baseline,0,NA
35,1658860109035,26/07/2022 18:28:29,6842894,3,33,Strongly Agree,statements,1,Most days,Most months,32,Female,A levels,4,Against,"the vaccine has side effects.

",Anti,7,ANTI,604,254,Against,Baseline,0,NA
36,1658860114850,26/07/2022 18:28:34,6842894,3,34,Strongly Agree,statements,2,Most days,Most weeks,24,Female,"Undergraduate degree (BSc, BA)",4,Against,I'm worried about the side effects from the vaccine especially if I have underlying health conditions that can be affected through the vaccine.,Anti,7,ANTI,610,254,Against,Baseline,0,NA
37,1658860121593,26/07/2022 18:28:41,6842894,3,35,Disagree,statements,5,A few times a year,A few times a year,32,Female,A levels,6,Against,I don't even know anyone who has had Covid never mind anyone who has been hospitalised or died from it.,Anti,2,ANTI,630,254,Against,Baseline,0,NA
46,1658860180536,26/07/2022 18:29:40,6842894,3,44,Somewhat Agree,statements,5,A few times a year,A few times a year,32,Female,A levels,4,Against,The risk of dying from Covid is only 0.03% unless you have an underlying health problem.,Anti,5,ANTI,628,254,Against,Baseline,0,NA
47,1658860184511,26/07/2022 18:29:44,6842894,3,45,Somewhat Agree,statements,4,Most days,Most weeks,31,Female,GCSEs,5,Against,Its not been developed for long enough.,Anti,5,ANTI,623,254,Against,Baseline,0,NA
49,1658860197918,26/07/2022 18:29:57,6842894,3,47,Neither Agree nor Disagree,statements,4,Most days,Most weeks,31,Female,GCSEs,4,Against,The vaccine is not safe to receive.,Anti,4,ANTI,622,254,Against,Baseline,0,NA
50,1658860209679,26/07/2022 18:30:09,6842894,3,48,Agree,statements,8,Most days,Most days,54,Male,Vocational Training / Apprenticeship,5,Against,"I would like to see the figures for people who have died within 28 days of having a vaccine, not just the number of deaths after having a positive test",Anti,6,ANTI,647,254,Against,Baseline,0,NA
53,1658860224597,26/07/2022 18:30:24,6842894,3,51,Agree,statements,7,Most months,Most months,49,Male,Vocational Training / Apprenticeship,5,Against,I believe one of the vaccine companies is been taken to court in the USA because of people getting cancer from one it's other products.,Anti,6,ANTI,641,254,Against,Baseline,0,NA
54,1658860230879,26/07/2022 18:30:30,6842894,3,52,Neither Agree nor Disagree,statements,9,Rarely,Most months,27,Male,"Undergraduate degree (BSc, BA)",5,Against,I am living in a country where the outbreak has been managed well/practically non-existent,Anti,4,ANTI,653,254,Against,Baseline,0,NA
55,1658860235015,26/07/2022 18:30:35,6842894,3,53,Agree,statements,10,Once or twice a year,Most months,34,Male,GCSEs,4,Against,I don't know what's in it,Anti,6,ANTI,658,254,Against,Baseline,0,NA
56,1658860240819,26/07/2022 18:30:40,6842894,3,54,Somewhat Disagree,statements,3,Most weeks,Most weeks,49,Female,GCSEs,5,Against,Im not mixing with other people,Anti,3,ANTI,617,254,Against,Baseline,0,NA
59,1658860263415,26/07/2022 18:31:03,6842894,3,57,Disagree,statements,6,Most weeks,Most days,32,Female,A levels,4,Against,The rate of death from covid-19 is very low and a vaccine isn't needed,Anti,2,ANTI,634,254,Against,Baseline,0,NA
60,1658860271930,26/07/2022 18:31:11,6842894,3,58,Agree,statements,7,Most months,Most months,49,Male,Vocational Training / Apprenticeship,6,Against,I might be the one who gets the blood clots.,Anti,6,ANTI,642,254,Against,Baseline,0,NA
61,1658860279278,26/07/2022 18:31:19,6842894,3,59,Agree,statements,6,Most weeks,Most days,32,Female,A levels,6,Against,It is a new technology that was considered unethical before thats why it was never passed,Anti,6,ANTI,636,254,Against,Baseline,0,NA
62,1658860285518,26/07/2022 18:31:25,6842894,3,60,Agree,statements,2,Most days,Most weeks,24,Female,"Undergraduate degree (BSc, BA)",5,Against,Doesn't seem trustworthy as the process to make the vaccine has been rushed in order to keep up with demands from the world to release a vaccine out soon.,Anti,6,ANTI,611,254,Against,Baseline,0,NA
64,1658860302920,26/07/2022 18:31:42,6842894,3,62,Neither Agree nor Disagree,statements,9,Rarely,Most months,27,Male,"Undergraduate degree (BSc, BA)",4,Against,"If enough people get a vaccine, whether I do or not is inconsequential",Anti,4,ANTI,652,254,Against,Baseline,0,NA
5,1658861317861,26/07/2022 18:48:37,6843053,3,3,Strongly Agree,statements,7,Most months,Most months,49,Male,Vocational Training / Apprenticeship,6,Against,I might be the one who gets the blood clots.,Anti,7,ANTI,642,286,Against,Baseline,0,NA
7,1658861325703,26/07/2022 18:48:45,6843053,3,5,Somewhat Agree,statements,2,Most days,Most weeks,24,Female,"Undergraduate degree (BSc, BA)",5,Against,Doesn't seem trustworthy as the process to make the vaccine has been rushed in order to keep up with demands from the world to release a vaccine out soon.,Anti,5,ANTI,611,286,Against,Baseline,0,NA
8,1658861327259,26/07/2022 18:48:47,6843053,3,6,Somewhat Agree,statements,2,Most days,Most weeks,24,Female,"Undergraduate degree (BSc, BA)",4,Against,I'm worried about the side effects from the vaccine especially if I have underlying health conditions that can be affected through the vaccine.,Anti,5,ANTI,610,286,Against,Baseline,0,NA
10,1658861335343,26/07/2022 18:48:55,6843053,3,8,Strongly Agree,statements,10,Once or twice a year,Most months,34,Male,GCSEs,4,Against,I don't know what's in it,Anti,7,ANTI,658,286,Against,Baseline,0,NA
12,1658861349984,26/07/2022 18:49:09,6843053,3,10,Neither Agree nor Disagree,statements,8,Most days,Most days,54,Male,Vocational Training / Apprenticeship,6,Against,I am undergoing treatment for cancer,Anti,4,ANTI,648,286,Against,Baseline,0,NA
18,1658861383157,26/07/2022 18:49:43,6843053,3,16,Disagree,statements,1,Most days,Most months,32,Female,A levels,5,Against,if you were to have covid you would have already.,Anti,2,ANTI,605,286,Against,Baseline,0,NA
19,1658861387348,26/07/2022 18:49:47,6843053,3,17,Neither Agree nor Disagree,statements,9,Rarely,Most months,27,Male,"Undergraduate degree (BSc, BA)",4,Against,"If enough people get a vaccine, whether I do or not is inconsequential",Anti,4,ANTI,652,286,Against,Baseline,0,NA
21,1658861394999,26/07/2022 18:49:54,6843053,3,19,Strongly Disagree,statements,5,A few times a year,A few times a year,32,Female,A levels,6,Against,I don't even know anyone who has had Covid never mind anyone who has been hospitalised or died from it.,Anti,1,ANTI,630,286,Against,Baseline,0,NA
22,1658861400755,26/07/2022 18:50:00,6843053,3,20,Neither Agree nor Disagree,statements,5,A few times a year,A few times a year,32,Female,A levels,4,Against,The risk of dying from Covid is only 0.03% unless you have an underlying health problem.,Anti,4,ANTI,628,286,Against,Baseline,0,NA
23,1658861404816,26/07/2022 18:50:04,6843053,3,21,Somewhat Disagree,statements,9,Rarely,Most months,27,Male,"Undergraduate degree (BSc, BA)",6,Against,I get tested all the time and can afford to self-isolate,Anti,3,ANTI,654,286,Against,Baseline,0,NA
24,1658861410555,26/07/2022 18:50:10,6843053,3,22,Strongly Agree,statements,5,A few times a year,A few times a year,32,Female,A levels,5,Against,I am unsure about any long-term side effects that might arise from the vaccine in years to come due to how quickly the testing phase was carried out.,Anti,7,ANTI,629,286,Against,Baseline,0,NA
27,1658861417733,26/07/2022 18:50:17,6843053,3,25,Strongly Agree,statements,3,Most weeks,Most weeks,49,Female,GCSEs,6,Against,Im unsure of the long term affects,Anti,7,ANTI,618,286,Against,Baseline,0,NA
30,1658861425997,26/07/2022 18:50:25,6843053,3,28,Neither Agree nor Disagree,statements,3,Most weeks,Most weeks,49,Female,GCSEs,5,Against,Im not mixing with other people,Anti,4,ANTI,617,286,Against,Baseline,0,NA
31,1658861428660,26/07/2022 18:50:28,6843053,3,29,Strongly Agree,statements,6,Most weeks,Most days,32,Female,A levels,5,Against,The vaccine hasn't been tested for long enough to ensure its safety and effectiveness,Anti,7,ANTI,635,286,Against,Baseline,0,NA
32,1658861432708,26/07/2022 18:50:32,6843053,3,30,Neither Agree nor Disagree,statements,10,Once or twice a year,Most months,34,Male,GCSEs,5,Against,I've never had a vaccine and never will,Anti,4,ANTI,659,286,Against,Baseline,0,NA
33,1658861440629,26/07/2022 18:50:40,6843053,3,31,Somewhat Agree,statements,7,Most months,Most months,49,Male,Vocational Training / Apprenticeship,5,Against,I believe one of the vaccine companies is been taken to court in the USA because of people getting cancer from one it's other products.,Anti,5,ANTI,641,286,Against,Baseline,0,NA
36,1658861452964,26/07/2022 18:50:52,6843053,3,34,Strongly Agree,statements,3,Most weeks,Most weeks,49,Female,GCSEs,4,Against,It hasnt been tested for long enough,Anti,7,ANTI,616,286,Against,Baseline,0,NA
37,1658861456555,26/07/2022 18:50:56,6843053,3,35,Strongly Agree,statements,4,Most days,Most weeks,31,Female,GCSEs,5,Against,Its not been developed for long enough.,Anti,7,ANTI,623,286,Against,Baseline,0,NA
41,1658861471652,26/07/2022 18:51:11,6843053,3,39,Neither Agree nor Disagree,statements,6,Most weeks,Most days,32,Female,A levels,6,Against,It is a new technology that was considered unethical before thats why it was never passed,Anti,4,ANTI,636,286,Against,Baseline,0,NA
43,1658861477230,26/07/2022 18:51:17,6843053,3,41,Strongly Agree,statements,8,Most days,Most days,54,Male,Vocational Training / Apprenticeship,4,Against,I would rather wait to see if there are any negative effect in people who have had the vaccine before I make up my mind,Anti,7,ANTI,646,286,Against,Baseline,0,NA
47,1658861491763,26/07/2022 18:51:31,6843053,3,45,Somewhat Disagree,statements,4,Most days,Most weeks,31,Female,GCSEs,6,Against,It will have serious consequences on peoples health.,Anti,3,ANTI,624,286,Against,Baseline,0,NA
48,1658861498136,26/07/2022 18:51:38,6843053,3,46,Somewhat Disagree,statements,2,Most days,Most weeks,24,Female,"Undergraduate degree (BSc, BA)",6,Against,"Theories about how the vaccine has been produced, the ingredients of it, seems suspicious and doesn't seem to be effective either.",Anti,3,ANTI,612,286,Against,Baseline,0,NA
50,1658861503575,26/07/2022 18:51:43,6843053,3,48,Strongly Agree,statements,1,Most days,Most months,32,Female,A levels,6,Against,it's still in its trial stages.,Anti,7,ANTI,606,286,Against,Baseline,0,NA
51,1658861509533,26/07/2022 18:51:49,6843053,3,49,Neither Agree nor Disagree,statements,6,Most weeks,Most days,32,Female,A levels,4,Against,The rate of death from covid-19 is very low and a vaccine isn't needed,Anti,4,ANTI,634,286,Against,Baseline,0,NA
53,1658861516546,26/07/2022 18:51:56,6843053,3,51,Strongly Agree,statements,8,Most days,Most days,54,Male,Vocational Training / Apprenticeship,5,Against,"I would like to see the figures for people who have died within 28 days of having a vaccine, not just the number of deaths after having a positive test",Anti,7,ANTI,647,286,Against,Baseline,0,NA
55,1658861521692,26/07/2022 18:52:01,6843053,3,53,Strongly Agree,statements,7,Most months,Most months,49,Male,Vocational Training / Apprenticeship,4,Against,I don't think have taken enough time to test the vaccine properly.,Anti,7,ANTI,640,286,Against,Baseline,0,NA
56,1658861523529,26/07/2022 18:52:03,6843053,3,54,Strongly Agree,statements,1,Most days,Most months,32,Female,A levels,4,Against,"the vaccine has side effects.

",Anti,7,ANTI,604,286,Against,Baseline,0,NA
58,1658861531020,26/07/2022 18:52:11,6843053,3,56,Somewhat Disagree,statements,9,Rarely,Most months,27,Male,"Undergraduate degree (BSc, BA)",5,Against,I am living in a country where the outbreak has been managed well/practically non-existent,Anti,3,ANTI,653,286,Against,Baseline,0,NA
60,1658861536387,26/07/2022 18:52:16,6843053,3,58,Neither Agree nor Disagree,statements,4,Most days,Most weeks,31,Female,GCSEs,4,Against,The vaccine is not safe to receive.,Anti,4,ANTI,622,286,Against,Baseline,0,NA
64,1658861551745,26/07/2022 18:52:31,6843053,3,62,Neither Agree nor Disagree,statements,10,Once or twice a year,Most months,34,Male,GCSEs,6,Against,The vaccine was man made,Anti,4,ANTI,660,286,Against,Baseline,0,NA
4,1658861453231,26/07/2022 18:50:53,6843046,3,1,Strongly Agree,statements,1,Most days,Most months,32,Female,A levels,4,Against,"the vaccine has side effects.

",Anti,7,ANTI,604,285,Against,Baseline,0,NA
6,1658861465294,26/07/2022 18:51:05,6843046,3,3,Agree,statements,1,Most days,Most months,32,Female,A levels,5,Against,if you were to have covid you would have already.,Anti,6,ANTI,605,285,Against,Baseline,0,NA
7,1658861470113,26/07/2022 18:51:10,6843046,3,4,Agree,statements,10,Once or twice a year,Most months,34,Male,GCSEs,4,Against,I don't know what's in it,Anti,6,ANTI,658,285,Against,Baseline,0,NA
9,1658861484438,26/07/2022 18:51:24,6843046,3,6,Somewhat Agree,statements,2,Most days,Most weeks,24,Female,"Undergraduate degree (BSc, BA)",5,Against,Doesn't seem trustworthy as the process to make the vaccine has been rushed in order to keep up with demands from the world to release a vaccine out soon.,Anti,5,ANTI,611,285,Against,Baseline,0,NA
12,1658861495778,26/07/2022 18:51:35,6843046,3,9,Somewhat Agree,statements,4,Most days,Most weeks,31,Female,GCSEs,6,Against,It will have serious consequences on peoples health.,Anti,5,ANTI,624,285,Against,Baseline,0,NA
13,1658861499640,26/07/2022 18:51:39,6843046,3,10,Somewhat Disagree,statements,3,Most weeks,Most weeks,49,Female,GCSEs,5,Against,Im not mixing with other people,Anti,3,ANTI,617,285,Against,Baseline,0,NA
14,1658861505470,26/07/2022 18:51:45,6843046,3,11,Strongly Agree,statements,7,Most months,Most months,49,Male,Vocational Training / Apprenticeship,4,Against,I don't think have taken enough time to test the vaccine properly.,Anti,7,ANTI,640,285,Against,Baseline,0,NA
17,1658861516647,26/07/2022 18:51:56,6843046,3,14,Agree,statements,7,Most months,Most months,49,Male,Vocational Training / Apprenticeship,6,Against,I might be the one who gets the blood clots.,Anti,6,ANTI,642,285,Against,Baseline,0,NA
18,1658861519508,26/07/2022 18:51:59,6843046,3,15,Agree,statements,1,Most days,Most months,32,Female,A levels,6,Against,it's still in its trial stages.,Anti,6,ANTI,606,285,Against,Baseline,0,NA
20,1658861527922,26/07/2022 18:52:07,6843046,3,17,Agree,statements,6,Most weeks,Most days,32,Female,A levels,6,Against,It is a new technology that was considered unethical before thats why it was never passed,Anti,6,ANTI,636,285,Against,Baseline,0,NA
21,1658861531939,26/07/2022 18:52:11,6843046,3,18,Agree,statements,8,Most days,Most days,54,Male,Vocational Training / Apprenticeship,5,Against,"I would like to see the figures for people who have died within 28 days of having a vaccine, not just the number of deaths after having a positive test",Anti,6,ANTI,647,285,Against,Baseline,0,NA
22,1658861535106,26/07/2022 18:52:15,6843046,3,19,Agree,statements,8,Most days,Most days,54,Male,Vocational Training / Apprenticeship,4,Against,I would rather wait to see if there are any negative effect in people who have had the vaccine before I make up my mind,Anti,6,ANTI,646,285,Against,Baseline,0,NA
29,1658861569856,26/07/2022 18:52:49,6843046,3,26,Strongly Agree,statements,5,A few times a year,A few times a year,32,Female,A levels,5,Against,I am unsure about any long-term side effects that might arise from the vaccine in years to come due to how quickly the testing phase was carried out.,Anti,7,ANTI,629,285,Against,Baseline,0,NA
30,1658861575319,26/07/2022 18:52:55,6843046,3,27,Disagree,statements,5,A few times a year,A few times a year,32,Female,A levels,6,Against,I don't even know anyone who has had Covid never mind anyone who has been hospitalised or died from it.,Anti,2,ANTI,630,285,Against,Baseline,0,NA
31,1658861578864,26/07/2022 18:52:58,6843046,3,28,Somewhat Agree,statements,4,Most days,Most weeks,31,Female,GCSEs,4,Against,The vaccine is not safe to receive.,Anti,5,ANTI,622,285,Against,Baseline,0,NA
32,1658861583883,26/07/2022 18:53:03,6843046,3,29,Disagree,statements,10,Once or twice a year,Most months,34,Male,GCSEs,5,Against,I've never had a vaccine and never will,Anti,2,ANTI,659,285,Against,Baseline,0,NA
33,1658861586347,26/07/2022 18:53:06,6843046,3,30,Agree,statements,10,Once or twice a year,Most months,34,Male,GCSEs,6,Against,The vaccine was man made,Anti,6,ANTI,660,285,Against,Baseline,0,NA
34,1658861586620,26/07/2022 18:53:06,6843046,3,31,Strongly Agree,statements,9,Rarely,Most months,27,Male,"Undergraduate degree (BSc, BA)",4,Against,"If enough people get a vaccine, whether I do or not is inconsequential",Anti,7,ANTI,652,285,Against,Baseline,0,NA
35,1658861591955,26/07/2022 18:53:11,6843046,3,32,Somewhat Agree,statements,2,Most days,Most weeks,24,Female,"Undergraduate degree (BSc, BA)",4,Against,I'm worried about the side effects from the vaccine especially if I have underlying health conditions that can be affected through the vaccine.,Anti,5,ANTI,610,285,Against,Baseline,0,NA
36,1658861595580,26/07/2022 18:53:15,6843046,3,33,Strongly Disagree,statements,8,Most days,Most days,54,Male,Vocational Training / Apprenticeship,6,Against,I am undergoing treatment for cancer,Anti,1,ANTI,648,285,Against,Baseline,0,NA
43,1658861623762,26/07/2022 18:53:43,6843046,3,40,Neither Agree nor Disagree,statements,7,Most months,Most months,49,Male,Vocational Training / Apprenticeship,5,Against,I believe one of the vaccine companies is been taken to court in the USA because of people getting cancer from one it's other products.,Anti,4,ANTI,641,285,Against,Baseline,0,NA
