Event.Index,UTC.Timestamp,UTC.Date,Participant.Private.ID,Task.Version,Trial.Number,Response,display,ARGUER_ID,discuss_1,read_1,age,gender,edu,argument_ID,Arg_Position,Arguments,rater_position,response_ratings,Arguer_Position,argument_index,Rater_ID,argument_Position,reasoning_stan,intellectual_stan_1,intellectual_stan_2,intellectual_stan_3,morality_stan_1,morality_stan_2,morality_stan_3,condition,ITT_cond,passedITT
33,1651664022719,04/05/2022 11:33:42,6404832,4,31,Strongly Agree,statements,49,Rarely,Rarely,22,Female,A levels,2,Leave,Voting leave will give our nation a sense of independence as a small island.,Pro,7,PRO,290,96,For,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
34,1651664025970,04/05/2022 11:33:45,6404832,4,32,Neither Agree nor Disagree,statements,47,Rarely,Rarely,31,Female,"Undergraduate degree (BSc, BA)",3,Leave,the EU never really wanted us to be part of it in the first place.,Pro,4,PRO,279,96,For,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
38,1651664035213,04/05/2022 11:33:55,6404832,4,36,Strongly Agree,statements,46,Rarely,Never,65,Female,"Undergraduate degree (BSc, BA)",3,Leave,Too many restrictions,Pro,7,PRO,273,96,For,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
40,1651664037905,04/05/2022 11:33:57,6404832,4,38,Strongly Agree,statements,47,Rarely,Rarely,31,Female,"Undergraduate degree (BSc, BA)",1,Leave,The 'pillar' countries of the EU always have more sway than the other members as they have more power and say over things that are to be passed or not,Pro,7,PRO,277,96,For,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
42,1651664042943,04/05/2022 11:34:02,6404832,4,40,Strongly Agree,statements,50,Rarely,A few times a year,70,Male,A levels,3,Leave,Most importantly it will give the UK the opportunity to make their own laws and not have to abide by those made by the EU and which many do not agree with and more to the point made by an unelected bo,Pro,7,PRO,297,96,For,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
43,1651664044298,04/05/2022 11:34:04,6404832,4,41,Strongly Agree,statements,49,Rarely,Rarely,22,Female,A levels,3,Leave,Better for local small businesses,Pro,7,PRO,291,96,For,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
44,1651664045773,04/05/2022 11:34:05,6404832,4,42,Strongly Agree,statements,48,Rarely,Rarely,28,Female,"Postgraduate degree (MSc, MA, MPhil)",1,Leave,For our independence and gain some of our powers back.,Pro,7,PRO,283,96,For,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
48,1651664051129,04/05/2022 11:34:11,6404832,4,46,Strongly Agree,statements,43,Rarely,A few times a year,28,Male,"Undergraduate degree (BSc, BA)",2,Leave,UK to govern own rules rather than EU rules,Pro,7,PRO,254,96,For,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Baseline,0,NA
50,1651664058414,04/05/2022 11:34:18,6404832,4,48,Strongly Agree,statements,45,Never,Rarely,35,Female,"Undergraduate degree (BSc, BA)",1,Leave,More control over decisions,Pro,7,PRO,265,96,For,Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
51,1651664060748,04/05/2022 11:34:20,6404832,4,49,Strongly Agree,statements,46,Rarely,Never,65,Female,"Undergraduate degree (BSc, BA)",1,Leave,Paying too much to be a member,Pro,7,PRO,271,96,For,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
54,1651664076568,04/05/2022 11:34:36,6404832,4,52,Strongly Agree,statements,48,Rarely,Rarely,28,Female,"Postgraduate degree (MSc, MA, MPhil)",2,Leave,To support British Businesses and stop them from paying EU taxes for selling abroad.,Pro,7,PRO,284,96,For,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
55,1651664078677,04/05/2022 11:34:38,6404832,4,53,Strongly Agree,statements,44,Rarely,Rarely,40,Female,"Undergraduate degree (BSc, BA)",1,Leave,In order for the UK to regain control over immigration and border control.,Pro,7,PRO,259,96,For,Somewhat Agree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
58,1651664086000,04/05/2022 11:34:46,6404832,4,56,Strongly Agree,statements,41,Never,Never,26,Female,Vocational Training / Apprenticeship,1,Leave,More jobs for British people,Pro,7,PRO,241,96,For,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Baseline,0,NA
62,1651664105790,04/05/2022 11:35:05,6404832,4,60,Strongly Agree,statements,48,Rarely,Rarely,28,Female,"Postgraduate degree (MSc, MA, MPhil)",3,Leave,Stop us from paying out lots of money to EU as we paid them a lot and more than some other EU countries.,Pro,7,PRO,285,96,For,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
64,1651664113683,04/05/2022 11:35:13,6404832,4,62,Strongly Agree,statements,50,Rarely,A few times a year,70,Male,A levels,1,Leave,It would be possible to commence preventing unwanted immigration into the UK. More importantly any immigration could be controlled.,Pro,7,PRO,295,96,For,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
5,1651664150563,04/05/2022 11:35:50,6404910,4,3,Agree,statements,46,Rarely,Never,65,Female,"Undergraduate degree (BSc, BA)",2,Leave,Too many rules being imposed,Pro,6,PRO,272,115,For,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
6,1651664154051,04/05/2022 11:35:54,6404910,4,4,Strongly Agree,statements,45,Never,Rarely,35,Female,"Undergraduate degree (BSc, BA)",1,Leave,More control over decisions,Pro,7,PRO,265,115,For,Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
11,1651664194807,04/05/2022 11:36:34,6404910,4,9,Agree,statements,48,Rarely,Rarely,28,Female,"Postgraduate degree (MSc, MA, MPhil)",3,Leave,Stop us from paying out lots of money to EU as we paid them a lot and more than some other EU countries.,Pro,6,PRO,285,115,For,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
13,1651664202099,04/05/2022 11:36:42,6404910,4,11,Somewhat Agree,statements,45,Never,Rarely,35,Female,"Undergraduate degree (BSc, BA)",2,Leave,Less interference from the EU.,Pro,5,PRO,266,115,For,Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
16,1651664208830,04/05/2022 11:36:48,6404910,4,14,Neither Agree nor Disagree,statements,41,Never,Never,26,Female,Vocational Training / Apprenticeship,1,Leave,More jobs for British people,Pro,4,PRO,241,115,For,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Baseline,0,NA
19,1651664221476,04/05/2022 11:37:01,6404910,4,17,Agree,statements,43,Rarely,A few times a year,28,Male,"Undergraduate degree (BSc, BA)",1,Leave,immigration control- being part of EU has made the country over crowded,Pro,6,PRO,253,115,For,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Baseline,0,NA
21,1651664227065,04/05/2022 11:37:07,6404910,4,19,Strongly Agree,statements,44,Rarely,Rarely,40,Female,"Undergraduate degree (BSc, BA)",3,Leave,To help control our own economy and create more job opportunites for our people,Pro,7,PRO,261,115,For,Somewhat Agree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
22,1651664231973,04/05/2022 11:37:11,6404910,4,20,Agree,statements,49,Rarely,Rarely,22,Female,A levels,2,Leave,Voting leave will give our nation a sense of independence as a small island.,Pro,6,PRO,290,115,For,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
24,1651664237026,04/05/2022 11:37:17,6404910,4,22,Agree,statements,44,Rarely,Rarely,40,Female,"Undergraduate degree (BSc, BA)",1,Leave,In order for the UK to regain control over immigration and border control.,Pro,6,PRO,259,115,For,Somewhat Agree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
25,1651664238622,04/05/2022 11:37:18,6404910,4,23,Neither Agree nor Disagree,statements,50,Rarely,A few times a year,70,Male,A levels,2,Leave,"The financial benefits of not having to pay huge sums of money into a governing body who are not accountable for their funds and have not had their accounts passed for audit in over twenty years,",Pro,4,PRO,296,115,For,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
26,1651664241297,04/05/2022 11:37:21,6404910,4,24,Somewhat Disagree,statements,46,Rarely,Never,65,Female,"Undergraduate degree (BSc, BA)",1,Leave,Paying too much to be a member,Pro,3,PRO,271,115,For,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
27,1651664243346,04/05/2022 11:37:23,6404910,4,25,Strongly Agree,statements,41,Never,Never,26,Female,Vocational Training / Apprenticeship,3,Leave,'-To have more control of our laws and regulations and the security of Britain,Pro,7,PRO,243,115,For,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Baseline,0,NA
29,1651664247298,04/05/2022 11:37:27,6404910,4,27,Agree,statements,42,Rarely,Most months,59,Male,GCSEs,1,Leave,Our own laws which had been eroded,Pro,6,PRO,247,115,For,Neither Agree nor Disagree,Agree,Disagree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Baseline,0,NA
31,1651664253558,04/05/2022 11:37:33,6404910,4,29,Somewhat Agree,statements,46,Rarely,Never,65,Female,"Undergraduate degree (BSc, BA)",3,Leave,Too many restrictions,Pro,5,PRO,273,115,For,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
33,1651664263480,04/05/2022 11:37:43,6404910,4,31,Neither Agree nor Disagree,statements,47,Rarely,Rarely,31,Female,"Undergraduate degree (BSc, BA)",3,Leave,the EU never really wanted us to be part of it in the first place.,Pro,4,PRO,279,115,For,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
34,1651664269223,04/05/2022 11:37:49,6404910,4,32,Agree,statements,48,Rarely,Rarely,28,Female,"Postgraduate degree (MSc, MA, MPhil)",1,Leave,For our independence and gain some of our powers back.,Pro,6,PRO,283,115,For,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
35,1651664271126,04/05/2022 11:37:51,6404910,4,33,Agree,statements,44,Rarely,Rarely,40,Female,"Undergraduate degree (BSc, BA)",2,Leave,To help us control our own money and  support UK based businesses,Pro,6,PRO,260,115,For,Somewhat Agree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
36,1651664272454,04/05/2022 11:37:52,6404910,4,34,Agree,statements,49,Rarely,Rarely,22,Female,A levels,3,Leave,Better for local small businesses,Pro,6,PRO,291,115,For,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
37,1651664276298,04/05/2022 11:37:56,6404910,4,35,Somewhat Agree,statements,49,Rarely,Rarely,22,Female,A levels,1,Leave,Voting leave will mean that some products will be cheaper as we will not be importing them from other countries.,Pro,5,PRO,289,115,For,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
43,1651664292876,04/05/2022 11:38:12,6404910,4,41,Neither Agree nor Disagree,statements,47,Rarely,Rarely,31,Female,"Undergraduate degree (BSc, BA)",2,Leave,"They always change the goal posts for agreements, e.g. an agreement needs to be made negotiated but they didn't allow any concessions, not budging on any points and saying 'time is running out'",Pro,4,PRO,278,115,For,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
47,1651664306254,04/05/2022 11:38:26,6404910,4,45,Neither Agree nor Disagree,statements,47,Rarely,Rarely,31,Female,"Undergraduate degree (BSc, BA)",1,Leave,The 'pillar' countries of the EU always have more sway than the other members as they have more power and say over things that are to be passed or not,Pro,4,PRO,277,115,For,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
48,1651664307987,04/05/2022 11:38:27,6404910,4,46,Somewhat Agree,statements,43,Rarely,A few times a year,28,Male,"Undergraduate degree (BSc, BA)",3,Leave,Interest of British People,Pro,5,PRO,255,115,For,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Baseline,0,NA
49,1651664309365,04/05/2022 11:38:29,6404910,4,47,Somewhat Agree,statements,42,Rarely,Most months,59,Male,GCSEs,2,Leave,restriction of trade,Pro,5,PRO,248,115,For,Neither Agree nor Disagree,Agree,Disagree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Baseline,0,NA
50,1651664313036,04/05/2022 11:38:33,6404910,4,48,Strongly Agree,statements,43,Rarely,A few times a year,28,Male,"Undergraduate degree (BSc, BA)",2,Leave,UK to govern own rules rather than EU rules,Pro,7,PRO,254,115,For,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Baseline,0,NA
51,1651664317333,04/05/2022 11:38:37,6404910,4,49,Agree,statements,50,Rarely,A few times a year,70,Male,A levels,1,Leave,It would be possible to commence preventing unwanted immigration into the UK. More importantly any immigration could be controlled.,Pro,6,PRO,295,115,For,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
54,1651664326537,04/05/2022 11:38:46,6404910,4,52,Agree,statements,48,Rarely,Rarely,28,Female,"Postgraduate degree (MSc, MA, MPhil)",2,Leave,To support British Businesses and stop them from paying EU taxes for selling abroad.,Pro,6,PRO,284,115,For,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
60,1651664342835,04/05/2022 11:39:02,6404910,4,58,Agree,statements,45,Never,Rarely,35,Female,"Undergraduate degree (BSc, BA)",3,Leave,Less immigration or controlled immigration,Pro,6,PRO,267,115,For,Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
61,1651664347041,04/05/2022 11:39:07,6404910,4,59,Agree,statements,50,Rarely,A few times a year,70,Male,A levels,3,Leave,Most importantly it will give the UK the opportunity to make their own laws and not have to abide by those made by the EU and which many do not agree with and more to the point made by an unelected bo,Pro,6,PRO,297,115,For,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
62,1651664350313,04/05/2022 11:39:10,6404910,4,60,Somewhat Agree,statements,42,Rarely,Most months,59,Male,GCSEs,3,Leave,uncontrolled immigration,Pro,5,PRO,249,115,For,Neither Agree nor Disagree,Agree,Disagree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Baseline,0,NA
64,1651664354956,04/05/2022 11:39:14,6404910,4,62,Agree,statements,41,Never,Never,26,Female,Vocational Training / Apprenticeship,2,Leave,To work on Britain and focus on our country,Pro,6,PRO,242,115,For,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Baseline,0,NA
5,1651664193037,04/05/2022 11:36:33,6404921,4,3,Somewhat Agree,statements,44,Rarely,Rarely,40,Female,"Undergraduate degree (BSc, BA)",2,Leave,To help us control our own money and  support UK based businesses,Pro,5,PRO,260,119,For,Somewhat Agree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
13,1651664215058,04/05/2022 11:36:55,6404921,4,10,Somewhat Agree,statements,49,Rarely,Rarely,22,Female,A levels,3,Leave,Better for local small businesses,Pro,5,PRO,291,119,For,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
14,1651664222052,04/05/2022 11:37:02,6404921,4,11,Strongly Agree,statements,47,Rarely,Rarely,31,Female,"Undergraduate degree (BSc, BA)",2,Leave,"They always change the goal posts for agreements, e.g. an agreement needs to be made negotiated but they didn't allow any concessions, not budging on any points and saying 'time is running out'",Pro,7,PRO,278,119,For,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
16,1651664228909,04/05/2022 11:37:08,6404921,4,13,Somewhat Agree,statements,50,Rarely,A few times a year,70,Male,A levels,2,Leave,"The financial benefits of not having to pay huge sums of money into a governing body who are not accountable for their funds and have not had their accounts passed for audit in over twenty years,",Pro,5,PRO,296,119,For,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
20,1651664237072,04/05/2022 11:37:17,6404921,4,17,Somewhat Agree,statements,45,Never,Rarely,35,Female,"Undergraduate degree (BSc, BA)",1,Leave,More control over decisions,Pro,5,PRO,265,119,For,Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
30,1651664271673,04/05/2022 11:37:51,6404921,4,27,Somewhat Agree,statements,46,Rarely,Never,65,Female,"Undergraduate degree (BSc, BA)",2,Leave,Too many rules being imposed,Pro,5,PRO,272,119,For,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
32,1651664283118,04/05/2022 11:38:03,6404921,4,29,Disagree,statements,42,Rarely,Most months,59,Male,GCSEs,3,Leave,uncontrolled immigration,Pro,2,PRO,249,119,For,Neither Agree nor Disagree,Agree,Disagree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Baseline,0,NA
33,1651664290256,04/05/2022 11:38:10,6404921,4,30,Somewhat Agree,statements,50,Rarely,A few times a year,70,Male,A levels,3,Leave,Most importantly it will give the UK the opportunity to make their own laws and not have to abide by those made by the EU and which many do not agree with and more to the point made by an unelected bo,Pro,5,PRO,297,119,For,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
34,1651664295976,04/05/2022 11:38:15,6404921,4,31,Disagree,statements,49,Rarely,Rarely,22,Female,A levels,1,Leave,Voting leave will mean that some products will be cheaper as we will not be importing them from other countries.,Pro,2,PRO,289,119,For,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
35,1651664300422,04/05/2022 11:38:20,6404921,4,32,Strongly Agree,statements,44,Rarely,Rarely,40,Female,"Undergraduate degree (BSc, BA)",1,Leave,In order for the UK to regain control over immigration and border control.,Pro,7,PRO,259,119,For,Somewhat Agree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
36,1651664302611,04/05/2022 11:38:22,6404921,4,33,Disagree,statements,42,Rarely,Most months,59,Male,GCSEs,2,Leave,restriction of trade,Pro,2,PRO,248,119,For,Neither Agree nor Disagree,Agree,Disagree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Baseline,0,NA
38,1651664315633,04/05/2022 11:38:35,6404921,4,35,Agree,statements,50,Rarely,A few times a year,70,Male,A levels,1,Leave,It would be possible to commence preventing unwanted immigration into the UK. More importantly any immigration could be controlled.,Pro,6,PRO,295,119,For,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
39,1651664318663,04/05/2022 11:38:38,6404921,4,36,Disagree,statements,49,Rarely,Rarely,22,Female,A levels,2,Leave,Voting leave will give our nation a sense of independence as a small island.,Pro,2,PRO,290,119,For,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
40,1651664322147,04/05/2022 11:38:42,6404921,4,37,Somewhat Agree,statements,45,Never,Rarely,35,Female,"Undergraduate degree (BSc, BA)",2,Leave,Less interference from the EU.,Pro,5,PRO,266,119,For,Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
43,1651664333282,04/05/2022 11:38:53,6404921,4,40,Somewhat Agree,statements,41,Never,Never,26,Female,Vocational Training / Apprenticeship,2,Leave,To work on Britain and focus on our country,Pro,5,PRO,242,119,For,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Baseline,0,NA
45,1651664338930,04/05/2022 11:38:58,6404921,4,42,Disagree,statements,41,Never,Never,26,Female,Vocational Training / Apprenticeship,3,Leave,'-To have more control of our laws and regulations and the security of Britain,Pro,2,PRO,243,119,For,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Baseline,0,NA
