Event.Index,UTC.Timestamp,UTC.Date,Local.Timestamp,Local.Timezone,Local.Date,Experiment.ID,Experiment.Version,Tree.Node.Key,Repeat.Key,Schedule.ID,Participant.Private.ID,Participant.Starting.Group,Participant.Status,Participant.Completion.Code,Participant.External.Session.ID,Participant.Device.Type,Participant.Device,Participant.OS,Participant.Browser,Participant.Monitor.Size,Participant.Viewport.Size,Checkpoint,Task.Name,Task.Version,branch.69an,randomiser.8vg2,quota.bqtt,quota.rycs,quota.wtfi,quota.usve,quota.zgic,quota.f3yz,quota.r9vy,quota.tfqq,quota.3dga,quota.dtj6,Spreadsheet,Spreadsheet.Name,Spreadsheet.Row,Trial.Number,Screen.Number,Screen.Name,Zone.Name,Zone.Type,Reaction.Time,Reaction.Onset,Response.Type,Response,Attempt,Correct,Incorrect,Dishonest,X.Coordinate,Y.Coordinate,Timed.Out,randomise_blocks,randomise_trials,display,Arguments,ShowProgressBar,StartDate,EndDate,Status,prolif_check,discuss_1,read_1,age,gender,gender_4_TEXT,edu,condition,ID,arg_ID,Position,Arg_Position
11,1659953402309,08/08/2022 10:10:02,1659953404726,1,08/08/2022 11:10:04,94118,2,task-lkrz,NA,23521309,6893369,NA,complete,NA,62f0e07f72fb446fb73f4183,computer,Desktop or Laptop,Windows 10,Chrome 104.0.0.0,1366x768,1366x657,NA,ITT Ratings,2,against,1,ACCEPT,NA,NA,NA,NA,NA,NA,NA,NA,REJECT,batch2pro,batch2pro,14,9,1,Screen 1,continueButton,response_rating_scale_likert_active,2983.2999999523163,NA,NA,Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,They want to be able to travel.,1,17/06/2021 12:36,17/06/2021 12:44,IP Address,For (I feel positively about the vaccines),Most months,Most months,24,Male,NA,"Undergraduate degree (BSc, BA)",control,12,2,For,For
12,1659953406379,08/08/2022 10:10:06,1659953408786,1,08/08/2022 11:10:08,94118,2,task-lkrz,NA,23521309,6893369,NA,complete,NA,62f0e07f72fb446fb73f4183,computer,Desktop or Laptop,Windows 10,Chrome 104.0.0.0,1366x768,1366x657,NA,ITT Ratings,2,against,1,ACCEPT,NA,NA,NA,NA,NA,NA,NA,NA,REJECT,batch2pro,batch2pro,59,10,1,Screen 1,continueButton,response_rating_scale_likert_active,4046.400000095367,NA,NA,Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,I have heard that some people believe the vaccine contains a microchip,1,17/06/2021 12:29,17/06/2021 12:46,IP Address,For (I feel positively about the vaccines),Never,A few times a year,57,Female,NA,"Undergraduate degree (BSc, BA)",choice,20,2,For,Against
13,1659953411891,08/08/2022 10:10:11,1659953414295,1,08/08/2022 11:10:14,94118,2,task-lkrz,NA,23521309,6893369,NA,complete,NA,62f0e07f72fb446fb73f4183,computer,Desktop or Laptop,Windows 10,Chrome 104.0.0.0,1366x768,1366x657,NA,ITT Ratings,2,against,1,ACCEPT,NA,NA,NA,NA,NA,NA,NA,NA,REJECT,batch2pro,batch2pro,15,11,1,Screen 1,continueButton,response_rating_scale_likert_active,5496.5,NA,NA,Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,They regularly come into contact with someone who is at high risk.,1,17/06/2021 12:36,17/06/2021 12:44,IP Address,For (I feel positively about the vaccines),Most months,Most months,24,Male,NA,"Undergraduate degree (BSc, BA)",control,12,3,For,For
14,1659953420620,08/08/2022 10:10:20,1659953423036,1,08/08/2022 11:10:23,94118,2,task-lkrz,NA,23521309,6893369,NA,complete,NA,62f0e07f72fb446fb73f4183,computer,Desktop or Laptop,Windows 10,Chrome 104.0.0.0,1366x768,1366x657,NA,ITT Ratings,2,against,1,ACCEPT,NA,NA,NA,NA,NA,NA,NA,NA,REJECT,batch2pro,batch2pro,3,12,1,Screen 1,continueButton,response_rating_scale_likert_active,8727.600000143051,NA,NA,Somewhat Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,We would like to check you are reading each argument carefully. Please select 'Somewhat Disagree' for this answer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,check2,NA,NA
15,1659953430423,08/08/2022 10:10:30,1659953432809,1,08/08/2022 11:10:32,94118,2,task-lkrz,NA,23521309,6893369,NA,complete,NA,62f0e07f72fb446fb73f4183,computer,Desktop or Laptop,Windows 10,Chrome 104.0.0.0,1366x768,1366x657,NA,ITT Ratings,2,against,1,ACCEPT,NA,NA,NA,NA,NA,NA,NA,NA,REJECT,batch2pro,batch2pro,9,13,1,Screen 1,continueButton,response_rating_scale_likert_active,9755.600000143051,NA,NA,Somewhat Agree,1,0,1,0,NA,NA,NA,NA,1,statements,Personal protection,1,17/06/2021 12:39,17/06/2021 12:44,IP Address,For (I feel positively about the vaccines),Most weeks,Once or twice a year,25,Female,NA,"Undergraduate degree (BSc, BA)",control,11,3,For,For
16,1659953434506,08/08/2022 10:10:34,1659953436901,1,08/08/2022 11:10:36,94118,2,task-lkrz,NA,23521309,6893369,NA,complete,NA,62f0e07f72fb446fb73f4183,computer,Desktop or Laptop,Windows 10,Chrome 104.0.0.0,1366x768,1366x657,NA,ITT Ratings,2,against,1,ACCEPT,NA,NA,NA,NA,NA,NA,NA,NA,REJECT,batch2pro,batch2pro,37,14,1,Screen 1,continueButton,response_rating_scale_likert_active,4078.5,NA,NA,Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,It will protect you and your family,1,17/06/2021 12:14,17/06/2021 12:45,IP Address,For (I feel positively about the vaccines),Rarely,Once or twice a year,48,Female,NA,GCSEs,choice,16,1,For,For
17,1659953440600,08/08/2022 10:10:40,1659953443007,1,08/08/2022 11:10:43,94118,2,task-lkrz,NA,23521309,6893369,NA,complete,NA,62f0e07f72fb446fb73f4183,computer,Desktop or Laptop,Windows 10,Chrome 104.0.0.0,1366x768,1366x657,NA,ITT Ratings,2,against,1,ACCEPT,NA,NA,NA,NA,NA,NA,NA,NA,REJECT,batch2pro,batch2pro,30,15,1,Screen 1,continueButton,response_rating_scale_likert_active,6092,NA,NA,Somewhat Agree,1,0,1,0,NA,NA,NA,NA,1,statements,Bad side effects mean they don't want to take it,1,17/06/2021 12:39,17/06/2021 12:45,IP Address,For (I feel positively about the vaccines),Rarely,Rarely,35,Female,NA,"Undergraduate degree (BSc, BA)",choice,15,3,For,Against
18,1659953443581,08/08/2022 10:10:43,1659953445995,1,08/08/2022 11:10:45,94118,2,task-lkrz,NA,23521309,6893369,NA,complete,NA,62f0e07f72fb446fb73f4183,computer,Desktop or Laptop,Windows 10,Chrome 104.0.0.0,1366x768,1366x657,NA,ITT Ratings,2,against,1,ACCEPT,NA,NA,NA,NA,NA,NA,NA,NA,REJECT,batch2pro,batch2pro,31,16,1,Screen 1,continueButton,response_rating_scale_likert_active,2975.2999999523163,NA,NA,Somewhat Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,Protect myself from Covid,1,17/06/2021 12:39,17/06/2021 12:45,IP Address,For (I feel positively about the vaccines),Rarely,Rarely,35,Female,NA,"Undergraduate degree (BSc, BA)",choice,15,1,For,For
19,1659953447467,08/08/2022 10:10:47,1659953449874,1,08/08/2022 11:10:49,94118,2,task-lkrz,NA,23521309,6893369,NA,complete,NA,62f0e07f72fb446fb73f4183,computer,Desktop or Laptop,Windows 10,Chrome 104.0.0.0,1366x768,1366x657,NA,ITT Ratings,2,against,1,ACCEPT,NA,NA,NA,NA,NA,NA,NA,NA,REJECT,batch2pro,batch2pro,12,17,1,Screen 1,continueButton,response_rating_scale_likert_active,3867.099999904633,NA,NA,Neither Agree nor Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,They don't trust the companies that make it.,1,17/06/2021 12:36,17/06/2021 12:44,IP Address,For (I feel positively about the vaccines),Most months,Most months,24,Male,NA,"Undergraduate degree (BSc, BA)",control,12,3,For,Against
20,1659953450851,08/08/2022 10:10:50,1659953453194,1,08/08/2022 11:10:53,94118,2,task-lkrz,NA,23521309,6893369,NA,complete,NA,62f0e07f72fb446fb73f4183,computer,Desktop or Laptop,Windows 10,Chrome 104.0.0.0,1366x768,1366x657,NA,ITT Ratings,2,against,1,ACCEPT,NA,NA,NA,NA,NA,NA,NA,NA,REJECT,batch2pro,batch2pro,48,18,1,Screen 1,continueButton,response_rating_scale_likert_active,3308.7999999523163,NA,NA,Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,I'm getting microchipped by Big Pharma!,1,17/06/2021 12:39,17/06/2021 12:46,IP Address,For (I feel positively about the vaccines),A few times a year,Most weeks,22,Female,NA,"GCSEs,A levels,Undergraduate degree (BSc, BA)",choice,18,3,For,Against
21,1659953454607,08/08/2022 10:10:54,1659953457002,1,08/08/2022 11:10:57,94118,2,task-lkrz,NA,23521309,6893369,NA,complete,NA,62f0e07f72fb446fb73f4183,computer,Desktop or Laptop,Windows 10,Chrome 104.0.0.0,1366x768,1366x657,NA,ITT Ratings,2,against,1,ACCEPT,NA,NA,NA,NA,NA,NA,NA,NA,REJECT,batch2pro,batch2pro,61,19,1,Screen 1,continueButton,response_rating_scale_likert_active,3793,NA,NA,Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,Feel safer to go out with friends or to shops if vaccinated,1,17/06/2021 12:29,17/06/2021 12:46,IP Address,For (I feel positively about the vaccines),Never,A few times a year,57,Female,NA,"Undergraduate degree (BSc, BA)",choice,20,1,For,For
22,1659953458573,08/08/2022 10:10:58,1659953460962,1,08/08/2022 11:11:00,94118,2,task-lkrz,NA,23521309,6893369,NA,complete,NA,62f0e07f72fb446fb73f4183,computer,Desktop or Laptop,Windows 10,Chrome 104.0.0.0,1366x768,1366x657,NA,ITT Ratings,2,against,1,ACCEPT,NA,NA,NA,NA,NA,NA,NA,NA,REJECT,batch2pro,batch2pro,23,20,1,Screen 1,continueButton,response_rating_scale_likert_active,3947.299999952316,NA,NA,Neither Agree nor Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,Affects my fertility,1,17/06/2021 12:37,17/06/2021 12:45,IP Address,For (I feel positively about the vaccines),Most months,Most days,51,Female,NA,"Undergraduate degree (BSc, BA)",control,14,2,For,Against
23,1659953462558,08/08/2022 10:11:02,1659953464962,1,08/08/2022 11:11:04,94118,2,task-lkrz,NA,23521309,6893369,NA,complete,NA,62f0e07f72fb446fb73f4183,computer,Desktop or Laptop,Windows 10,Chrome 104.0.0.0,1366x768,1366x657,NA,ITT Ratings,2,against,1,ACCEPT,NA,NA,NA,NA,NA,NA,NA,NA,REJECT,batch2pro,batch2pro,39,21,1,Screen 1,continueButton,response_rating_scale_likert_active,3987.799999952316,NA,NA,Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,With 2 does it will at least slow the spreading or hopefully stop,1,17/06/2021 12:14,17/06/2021 12:45,IP Address,For (I feel positively about the vaccines),Rarely,Once or twice a year,48,Female,NA,GCSEs,choice,16,3,For,For
24,1659953464939,08/08/2022 10:11:04,1659953467312,1,08/08/2022 11:11:07,94118,2,task-lkrz,NA,23521309,6893369,NA,complete,NA,62f0e07f72fb446fb73f4183,computer,Desktop or Laptop,Windows 10,Chrome 104.0.0.0,1366x768,1366x657,NA,ITT Ratings,2,against,1,ACCEPT,NA,NA,NA,NA,NA,NA,NA,NA,REJECT,batch2pro,batch2pro,25,22,1,Screen 1,continueButton,response_rating_scale_likert_active,2335.2999999523163,NA,NA,Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,It will help to keep you safe,1,17/06/2021 12:37,17/06/2021 12:45,IP Address,For (I feel positively about the vaccines),Most months,Most days,51,Female,NA,"Undergraduate degree (BSc, BA)",control,14,1,For,For
25,1659953471456,08/08/2022 10:11:11,1659953473864,1,08/08/2022 11:11:13,94118,2,task-lkrz,NA,23521309,6893369,NA,complete,NA,62f0e07f72fb446fb73f4183,computer,Desktop or Laptop,Windows 10,Chrome 104.0.0.0,1366x768,1366x657,NA,ITT Ratings,2,against,1,ACCEPT,NA,NA,NA,NA,NA,NA,NA,NA,REJECT,batch2pro,batch2pro,6,23,1,Screen 1,continueButton,response_rating_scale_likert_active,6479.599999904633,NA,NA,Somewhat Agree,1,0,1,0,NA,NA,NA,NA,1,statements,They've never had the flu jab and have never been badly affected by flu so donât see the point,1,17/06/2021 12:39,17/06/2021 12:44,IP Address,For (I feel positively about the vaccines),Most weeks,Once or twice a year,25,Female,NA,"Undergraduate degree (BSc, BA)",control,11,3,For,Against
26,1659953475257,08/08/2022 10:11:15,1659953477652,1,08/08/2022 11:11:17,94118,2,task-lkrz,NA,23521309,6893369,NA,complete,NA,62f0e07f72fb446fb73f4183,computer,Desktop or Laptop,Windows 10,Chrome 104.0.0.0,1366x768,1366x657,NA,ITT Ratings,2,against,1,ACCEPT,NA,NA,NA,NA,NA,NA,NA,NA,REJECT,batch2pro,batch2pro,55,24,1,Screen 1,continueButton,response_rating_scale_likert_active,3774.600000143051,NA,NA,Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,It helps protect you against the virus,1,17/06/2021 12:31,17/06/2021 12:46,IP Address,For (I feel positively about the vaccines),A few times a year,Most months,21,Female,NA,A levels,choice,19,1,For,For
27,1659953481252,08/08/2022 10:11:21,1659953483657,1,08/08/2022 11:11:23,94118,2,task-lkrz,NA,23521309,6893369,NA,complete,NA,62f0e07f72fb446fb73f4183,computer,Desktop or Laptop,Windows 10,Chrome 104.0.0.0,1366x768,1366x657,NA,ITT Ratings,2,against,1,ACCEPT,NA,NA,NA,NA,NA,NA,NA,NA,REJECT,batch2pro,batch2pro,17,25,1,Screen 1,continueButton,response_rating_scale_likert_active,5989.200000047684,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,who knows what the long term effects will be from the vaccine.,1,17/06/2021 12:37,17/06/2021 12:44,IP Address,For (I feel positively about the vaccines),Rarely,Rarely,33,Female,NA,A levels,choice,13,2,For,Against
28,1659953484353,08/08/2022 10:11:24,1659953486768,1,08/08/2022 11:11:26,94118,2,task-lkrz,NA,23521309,6893369,NA,complete,NA,62f0e07f72fb446fb73f4183,computer,Desktop or Laptop,Windows 10,Chrome 104.0.0.0,1366x768,1366x657,NA,ITT Ratings,2,against,1,ACCEPT,NA,NA,NA,NA,NA,NA,NA,NA,REJECT,batch2pro,batch2pro,51,26,1,Screen 1,continueButton,response_rating_scale_likert_active,3098.7999999523163,NA,NA,Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,I want to safely see my family and friends again,1,17/06/2021 12:39,17/06/2021 12:46,IP Address,For (I feel positively about the vaccines),A few times a year,Most weeks,22,Female,NA,"GCSEs,A levels,Undergraduate degree (BSc, BA)",choice,18,3,For,For
29,1659953488264,08/08/2022 10:11:28,1659953490676,1,08/08/2022 11:11:30,94118,2,task-lkrz,NA,23521309,6893369,NA,complete,NA,62f0e07f72fb446fb73f4183,computer,Desktop or Laptop,Windows 10,Chrome 104.0.0.0,1366x768,1366x657,NA,ITT Ratings,2,against,1,ACCEPT,NA,NA,NA,NA,NA,NA,NA,NA,REJECT,batch2pro,batch2pro,29,27,1,Screen 1,continueButton,response_rating_scale_likert_active,3895.799999952316,NA,NA,Neither Agree nor Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,Not necessary as I am not at personal risk,1,17/06/2021 12:39,17/06/2021 12:45,IP Address,For (I feel positively about the vaccines),Rarely,Rarely,35,Female,NA,"Undergraduate degree (BSc, BA)",choice,15,2,For,Against
30,1659953496376,08/08/2022 10:11:36,1659953498789,1,08/08/2022 11:11:38,94118,2,task-lkrz,NA,23521309,6893369,NA,complete,NA,62f0e07f72fb446fb73f4183,computer,Desktop or Laptop,Windows 10,Chrome 104.0.0.0,1366x768,1366x657,NA,ITT Ratings,2,against,1,ACCEPT,NA,NA,NA,NA,NA,NA,NA,NA,REJECT,batch2pro,batch2pro,21,28,1,Screen 1,continueButton,response_rating_scale_likert_active,8100.400000095367,NA,NA,Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,iv had all vaccines iv been offered previously so why is this different?,1,17/06/2021 12:37,17/06/2021 12:44,IP Address,For (I feel positively about the vaccines),Rarely,Rarely,33,Female,NA,A levels,choice,13,3,For,For
31,1659953500233,08/08/2022 10:11:40,1659953502627,1,08/08/2022 11:11:42,94118,2,task-lkrz,NA,23521309,6893369,NA,complete,NA,62f0e07f72fb446fb73f4183,computer,Desktop or Laptop,Windows 10,Chrome 104.0.0.0,1366x768,1366x657,NA,ITT Ratings,2,against,1,ACCEPT,NA,NA,NA,NA,NA,NA,NA,NA,REJECT,batch2pro,batch2pro,34,29,1,Screen 1,continueButton,response_rating_scale_likert_active,3825.100000143051,NA,NA,Somewhat Agree,1,0,1,0,NA,NA,NA,NA,1,statements,Side effects that will make me ill badly,1,17/06/2021 12:14,17/06/2021 12:45,IP Address,For (I feel positively about the vaccines),Rarely,Once or twice a year,48,Female,NA,GCSEs,choice,16,1,For,Against
32,1659953501627,08/08/2022 10:11:41,1659953503640,1,08/08/2022 11:11:43,94118,2,task-lkrz,NA,23521309,6893369,NA,complete,NA,62f0e07f72fb446fb73f4183,computer,Desktop or Laptop,Windows 10,Chrome 104.0.0.0,1366x768,1366x657,NA,ITT Ratings,2,against,1,ACCEPT,NA,NA,NA,NA,NA,NA,NA,NA,REJECT,batch2pro,batch2pro,46,30,1,Screen 1,continueButton,response_rating_scale_likert_active,1003.7000000476836,NA,NA,Somewhat Agree,1,0,1,0,NA,NA,NA,NA,1,statements,It's not safe because the trials were rushed,1,17/06/2021 12:39,17/06/2021 12:46,IP Address,For (I feel positively about the vaccines),A few times a year,Most weeks,22,Female,NA,"GCSEs,A levels,Undergraduate degree (BSc, BA)",choice,18,1,For,Against
33,1659953507758,08/08/2022 10:11:47,1659953510171,1,08/08/2022 11:11:50,94118,2,task-lkrz,NA,23521309,6893369,NA,complete,NA,62f0e07f72fb446fb73f4183,computer,Desktop or Laptop,Windows 10,Chrome 104.0.0.0,1366x768,1366x657,NA,ITT Ratings,2,against,1,ACCEPT,NA,NA,NA,NA,NA,NA,NA,NA,REJECT,batch2pro,batch2pro,50,31,1,Screen 1,continueButton,response_rating_scale_likert_active,6519.700000047684,NA,NA,Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,"By getting the vaccine it means I'm contributing to achieving herd immunity, which keeps everyone safe",1,17/06/2021 12:39,17/06/2021 12:46,IP Address,For (I feel positively about the vaccines),A few times a year,Most weeks,22,Female,NA,"GCSEs,A levels,Undergraduate degree (BSc, BA)",choice,18,2,For,For
34,1659953510618,08/08/2022 10:11:50,1659953513017,1,08/08/2022 11:11:53,94118,2,task-lkrz,NA,23521309,6893369,NA,complete,NA,62f0e07f72fb446fb73f4183,computer,Desktop or Laptop,Windows 10,Chrome 104.0.0.0,1366x768,1366x657,NA,ITT Ratings,2,against,1,ACCEPT,NA,NA,NA,NA,NA,NA,NA,NA,REJECT,batch2pro,batch2pro,10,32,1,Screen 1,continueButton,response_rating_scale_likert_active,2833,NA,NA,Somewhat Agree,1,0,1,0,NA,NA,NA,NA,1,statements,I am worried about what is in it.,1,17/06/2021 12:36,17/06/2021 12:44,IP Address,For (I feel positively about the vaccines),Most months,Most months,24,Male,NA,"Undergraduate degree (BSc, BA)",control,12,1,For,Against
