Event.Index,UTC.Timestamp,UTC.Date,Local.Timestamp,Local.Timezone,Local.Date,Experiment.ID,Experiment.Version,Tree.Node.Key,Repeat.Key,Schedule.ID,Participant.Private.ID,Participant.Starting.Group,Participant.Status,Participant.Completion.Code,Participant.External.Session.ID,Participant.Device.Type,Participant.Device,Participant.OS,Participant.Browser,Participant.Monitor.Size,Participant.Viewport.Size,Checkpoint,Task.Name,Task.Version,branch.69an,randomiser.8vg2,quota.bqtt,quota.rycs,quota.wtfi,quota.usve,quota.zgic,quota.f3yz,quota.r9vy,quota.tfqq,quota.3dga,quota.dtj6,Spreadsheet,Spreadsheet.Name,Spreadsheet.Row,Trial.Number,Screen.Number,Screen.Name,Zone.Name,Zone.Type,Reaction.Time,Reaction.Onset,Response.Type,Response,Attempt,Correct,Incorrect,Dishonest,X.Coordinate,Y.Coordinate,Timed.Out,randomise_blocks,randomise_trials,display,Arguments,ShowProgressBar,StartDate,EndDate,Status,prolif_check,discuss_1,read_1,age,gender,gender_4_TEXT,edu,condition,ID,arg_ID,Position,Arg_Position
11,1659960000000,08/08/2022 11:05,1659960000000,1,08/08/2022 12:05,94118,2,task-b5vt,NA,23522610,6893760,NA,complete,NA,62f0ed544dcb389419e8cf9b,computer,Desktop or Laptop,Windows 10,Chrome 104.0.0.0,1280x720,1280x569,NA,ITT Ratings,2,against,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACCEPT,batch1pro,batch1pro,32,9,1,Screen 1,continueButton,response_rating_scale_likert_active,6834.1,NA,NA,Neither Agree nor Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,I am aware of the risks and complications of contracting xovid 19 and wish to protect myself and others,1,17/06/2021 12:31,17/06/2021 12:41,IP Address,For (I feel positively about the vaccines),Rarely,A few times a year,31,Female,NA,"Undergraduate degree (BSc, BA)",choice,5,2,For,For
12,1659960000000,08/08/2022 11:05,1659960000000,1,08/08/2022 12:05,94118,2,task-b5vt,NA,23522610,6893760,NA,complete,NA,62f0ed544dcb389419e8cf9b,computer,Desktop or Laptop,Windows 10,Chrome 104.0.0.0,1280x720,1280x569,NA,ITT Ratings,2,against,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACCEPT,batch1pro,batch1pro,46,10,1,Screen 1,continueButton,response_rating_scale_likert_active,2241.6,NA,NA,Strongly Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,The government is trying to microchip me,1,17/06/2021 12:29,17/06/2021 12:42,IP Address,For (I feel positively about the vaccines),Most months,Most months,20,Male,NA,A levels,choice,8,1,For,Against
13,1659960000000,08/08/2022 11:05,1659960000000,1,08/08/2022 12:05,94118,2,task-b5vt,NA,23522610,6893760,NA,complete,NA,62f0ed544dcb389419e8cf9b,computer,Desktop or Laptop,Windows 10,Chrome 104.0.0.0,1280x720,1280x569,NA,ITT Ratings,2,against,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACCEPT,batch1pro,batch1pro,36,11,1,Screen 1,continueButton,response_rating_scale_likert_active,4730.5,NA,NA,Somewhat Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,I am scared and I don't believe that the Vaccine will help me,1,17/06/2021 12:16,17/06/2021 12:42,IP Address,For (I feel positively about the vaccines),Rarely,Most days,34,Male,NA,GCSEs,control,6,3,For,Against
14,1659960000000,08/08/2022 11:05,1659960000000,1,08/08/2022 12:05,94118,2,task-b5vt,NA,23522610,6893760,NA,complete,NA,62f0ed544dcb389419e8cf9b,computer,Desktop or Laptop,Windows 10,Chrome 104.0.0.0,1280x720,1280x569,NA,ITT Ratings,2,against,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACCEPT,batch1pro,batch1pro,44,12,1,Screen 1,continueButton,response_rating_scale_likert_active,3151.9,NA,NA,Strongly Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,It will help to protect the most vulnerable groups in our society.,1,17/06/2021 12:35,17/06/2021 12:42,IP Address,For (I feel positively about the vaccines),Once or twice a year,A few times a year,20,Female,NA,"GCSEs,A levels",control,7,2,For,For
15,1659960000000,08/08/2022 11:05,1659960000000,1,08/08/2022 12:05,94118,2,task-b5vt,NA,23522610,6893760,NA,complete,NA,62f0ed544dcb389419e8cf9b,computer,Desktop or Laptop,Windows 10,Chrome 104.0.0.0,1280x720,1280x569,NA,ITT Ratings,2,against,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACCEPT,batch1pro,batch1pro,49,13,1,Screen 1,continueButton,response_rating_scale_likert_active,3173.8,NA,NA,Neither Agree nor Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,To gain immunity against COVID 19.,1,17/06/2021 12:29,17/06/2021 12:42,IP Address,For (I feel positively about the vaccines),Most months,Most months,20,Male,NA,A levels,choice,8,1,For,For
16,1659960000000,08/08/2022 11:05,1659960000000,1,08/08/2022 12:05,94118,2,task-b5vt,NA,23522610,6893760,NA,complete,NA,62f0ed544dcb389419e8cf9b,computer,Desktop or Laptop,Windows 10,Chrome 104.0.0.0,1280x720,1280x569,NA,ITT Ratings,2,against,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACCEPT,batch1pro,batch1pro,59,14,1,Screen 1,continueButton,response_rating_scale_likert_active,3776.2,NA,NA,Strongly Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,Concerns about the truthfulness of the pandemic and the true motivations behind mass vaccination.,1,17/06/2021 13:01,17/06/2021 13:10,IP Address,For (I feel positively about the vaccines),Most months,Most weeks,35,Non-binary,NA,"Postgraduate degree (MSc, MA, MPhil)",control,10,2,For,Against
17,1659960000000,08/08/2022 11:06,1659960000000,1,08/08/2022 12:06,94118,2,task-b5vt,NA,23522610,6893760,NA,complete,NA,62f0ed544dcb389419e8cf9b,computer,Desktop or Laptop,Windows 10,Chrome 104.0.0.0,1280x720,1280x569,NA,ITT Ratings,2,against,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACCEPT,batch1pro,batch1pro,15,15,1,Screen 1,continueButton,response_rating_scale_likert_active,6585.1,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,"Vaccines are important, they help us all live safely and healthily",1,17/06/2021 12:34,17/06/2021 12:40,IP Address,For (I feel positively about the vaccines),Rarely,Most weeks,26,Female,NA,"Undergraduate degree (BSc, BA)",choice,2,3,For,For
18,1659960000000,08/08/2022 11:06,1659960000000,1,08/08/2022 12:06,94118,2,task-b5vt,NA,23522610,6893760,NA,complete,NA,62f0ed544dcb389419e8cf9b,computer,Desktop or Laptop,Windows 10,Chrome 104.0.0.0,1280x720,1280x569,NA,ITT Ratings,2,against,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACCEPT,batch1pro,batch1pro,39,16,1,Screen 1,continueButton,response_rating_scale_likert_active,50174.4,NA,NA,Neither Agree nor Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,Alot of people have died from getting Covid and I want to keep my self safe and I trust it,1,17/06/2021 12:16,17/06/2021 12:42,IP Address,For (I feel positively about the vaccines),Rarely,Most days,34,Male,NA,GCSEs,control,6,3,For,For
19,1659960000000,08/08/2022 11:07,1659960000000,1,08/08/2022 12:07,94118,2,task-b5vt,NA,23522610,6893760,NA,complete,NA,62f0ed544dcb389419e8cf9b,computer,Desktop or Laptop,Windows 10,Chrome 104.0.0.0,1280x720,1280x569,NA,ITT Ratings,2,against,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACCEPT,batch1pro,batch1pro,45,17,1,Screen 1,continueButton,response_rating_scale_likert_active,7085.9,NA,NA,Neither Agree nor Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,The risk of dying from covid reduces with a vaccine.,1,17/06/2021 12:35,17/06/2021 12:42,IP Address,For (I feel positively about the vaccines),Once or twice a year,A few times a year,20,Female,NA,"GCSEs,A levels",control,7,3,For,For
20,1659960000000,08/08/2022 11:07,1659960000000,1,08/08/2022 12:07,94118,2,task-b5vt,NA,23522610,6893760,NA,complete,NA,62f0ed544dcb389419e8cf9b,computer,Desktop or Laptop,Windows 10,Chrome 104.0.0.0,1280x720,1280x569,NA,ITT Ratings,2,against,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACCEPT,batch1pro,batch1pro,5,18,1,Screen 1,continueButton,response_rating_scale_likert_active,4275.9,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,I don't want any of the side effects on me or my family,1,17/06/2021 12:34,17/06/2021 12:39,IP Address,For (I feel positively about the vaccines),Rarely,A few times a year,26,Female,NA,"Undergraduate degree (BSc, BA)",control,1,2,For,Against
21,1659960000000,08/08/2022 11:07,1659960000000,1,08/08/2022 12:07,94118,2,task-b5vt,NA,23522610,6893760,NA,complete,NA,62f0ed544dcb389419e8cf9b,computer,Desktop or Laptop,Windows 10,Chrome 104.0.0.0,1280x720,1280x569,NA,ITT Ratings,2,against,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACCEPT,batch1pro,batch1pro,53,19,1,Screen 1,continueButton,response_rating_scale_likert_active,3176.2,NA,NA,Neither Agree nor Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,The vaccines are not safe enough yet,1,17/06/2021 12:36,17/06/2021 12:43,IP Address,For (I feel positively about the vaccines),Rarely,Most days,38,Male,NA,"GCSEs,Vocational Training / Apprenticeship",choice,9,2,For,Against
22,1659960000000,08/08/2022 11:07,1659960000000,1,08/08/2022 12:07,94118,2,task-b5vt,NA,23522610,6893760,NA,complete,NA,62f0ed544dcb389419e8cf9b,computer,Desktop or Laptop,Windows 10,Chrome 104.0.0.0,1280x720,1280x569,NA,ITT Ratings,2,against,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACCEPT,batch1pro,batch1pro,51,20,1,Screen 1,continueButton,response_rating_scale_likert_active,7811.1,NA,NA,Neither Agree nor Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,To help end the negative social impact of the virus such as lockdowns and online education,1,17/06/2021 12:29,17/06/2021 12:42,IP Address,For (I feel positively about the vaccines),Most months,Most months,20,Male,NA,A levels,choice,8,3,For,For
23,1659960000000,08/08/2022 11:07,1659960000000,1,08/08/2022 12:07,94118,2,task-b5vt,NA,23522610,6893760,NA,complete,NA,62f0ed544dcb389419e8cf9b,computer,Desktop or Laptop,Windows 10,Chrome 104.0.0.0,1280x720,1280x569,NA,ITT Ratings,2,against,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACCEPT,batch1pro,batch1pro,52,21,1,Screen 1,continueButton,response_rating_scale_likert_active,3024.4,NA,NA,Strongly Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,The covid 19 vaccines are a conspiracy,1,17/06/2021 12:36,17/06/2021 12:43,IP Address,For (I feel positively about the vaccines),Rarely,Most days,38,Male,NA,"GCSEs,Vocational Training / Apprenticeship",choice,9,1,For,Against
24,1659960000000,08/08/2022 11:07,1659960000000,1,08/08/2022 12:07,94118,2,task-b5vt,NA,23522610,6893760,NA,complete,NA,62f0ed544dcb389419e8cf9b,computer,Desktop or Laptop,Windows 10,Chrome 104.0.0.0,1280x720,1280x569,NA,ITT Ratings,2,against,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACCEPT,batch1pro,batch1pro,14,22,1,Screen 1,continueButton,response_rating_scale_likert_active,2924.2,NA,NA,Strongly Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,It's one of the only ways we will return to normal life,1,17/06/2021 12:34,17/06/2021 12:40,IP Address,For (I feel positively about the vaccines),Rarely,Most weeks,26,Female,NA,"Undergraduate degree (BSc, BA)",choice,2,2,For,For
25,1659960000000,08/08/2022 11:07,1659960000000,1,08/08/2022 12:07,94118,2,task-b5vt,NA,23522610,6893760,NA,complete,NA,62f0ed544dcb389419e8cf9b,computer,Desktop or Laptop,Windows 10,Chrome 104.0.0.0,1280x720,1280x569,NA,ITT Ratings,2,against,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACCEPT,batch1pro,batch1pro,17,23,1,Screen 1,continueButton,response_rating_scale_likert_active,3165.7,NA,NA,Neither Agree nor Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,Future side effects are unknown,1,17/06/2021 12:29,17/06/2021 12:41,IP Address,For (I feel positively about the vaccines),Rarely,A few times a year,55,Female,NA,A levels,choice,3,2,For,Against
26,1659960000000,08/08/2022 11:07,1659960000000,1,08/08/2022 12:07,94118,2,task-b5vt,NA,23522610,6893760,NA,complete,NA,62f0ed544dcb389419e8cf9b,computer,Desktop or Laptop,Windows 10,Chrome 104.0.0.0,1280x720,1280x569,NA,ITT Ratings,2,against,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACCEPT,batch1pro,batch1pro,62,24,1,Screen 1,continueButton,response_rating_scale_likert_active,2579,NA,NA,Strongly Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,Reduced risk of passing on COVID.,1,17/06/2021 13:01,17/06/2021 13:10,IP Address,For (I feel positively about the vaccines),Most months,Most weeks,35,Non-binary,NA,"Postgraduate degree (MSc, MA, MPhil)",control,10,2,For,For
27,1659960000000,08/08/2022 11:07,1659960000000,1,08/08/2022 12:07,94118,2,task-b5vt,NA,23522610,6893760,NA,complete,NA,62f0ed544dcb389419e8cf9b,computer,Desktop or Laptop,Windows 10,Chrome 104.0.0.0,1280x720,1280x569,NA,ITT Ratings,2,against,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACCEPT,batch1pro,batch1pro,35,25,1,Screen 1,continueButton,response_rating_scale_likert_active,4706.7,NA,NA,Neither Agree nor Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,Someone has told me there experience is bad which has now put me of the idear,1,17/06/2021 12:16,17/06/2021 12:42,IP Address,For (I feel positively about the vaccines),Rarely,Most days,34,Male,NA,GCSEs,control,6,2,For,Against
28,1659960000000,08/08/2022 11:07,1659960000000,1,08/08/2022 12:07,94118,2,task-b5vt,NA,23522610,6893760,NA,complete,NA,62f0ed544dcb389419e8cf9b,computer,Desktop or Laptop,Windows 10,Chrome 104.0.0.0,1280x720,1280x569,NA,ITT Ratings,2,against,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACCEPT,batch1pro,batch1pro,16,26,1,Screen 1,continueButton,response_rating_scale_likert_active,2568.9,NA,NA,Somewhat Agree,1,0,1,0,NA,NA,NA,NA,1,statements,Hasn't been tested for long enough,1,17/06/2021 12:29,17/06/2021 12:41,IP Address,For (I feel positively about the vaccines),Rarely,A few times a year,55,Female,NA,A levels,choice,3,1,For,Against
29,1659960000000,08/08/2022 11:07,1659960000000,1,08/08/2022 12:07,94118,2,task-b5vt,NA,23522610,6893760,NA,complete,NA,62f0ed544dcb389419e8cf9b,computer,Desktop or Laptop,Windows 10,Chrome 104.0.0.0,1280x720,1280x569,NA,ITT Ratings,2,against,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACCEPT,batch1pro,batch1pro,19,27,1,Screen 1,continueButton,response_rating_scale_likert_active,3162.8,NA,NA,Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,I want to have it for my own and my familyâs protection,1,17/06/2021 12:29,17/06/2021 12:41,IP Address,For (I feel positively about the vaccines),Rarely,A few times a year,55,Female,NA,A levels,choice,3,1,For,For
30,1659960000000,08/08/2022 11:07,1659960000000,1,08/08/2022 12:07,94118,2,task-b5vt,NA,23522610,6893760,NA,complete,NA,62f0ed544dcb389419e8cf9b,computer,Desktop or Laptop,Windows 10,Chrome 104.0.0.0,1280x720,1280x569,NA,ITT Ratings,2,against,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACCEPT,batch1pro,batch1pro,21,28,1,Screen 1,continueButton,response_rating_scale_likert_active,3729.1,NA,NA,Somewhat Agree,1,0,1,0,NA,NA,NA,NA,1,statements,I want to help in defeating this virus,1,17/06/2021 12:29,17/06/2021 12:41,IP Address,For (I feel positively about the vaccines),Rarely,A few times a year,55,Female,NA,A levels,choice,3,3,For,For
31,1659960000000,08/08/2022 11:08,1659960000000,1,08/08/2022 12:08,94118,2,task-b5vt,NA,23522610,6893760,NA,complete,NA,62f0ed544dcb389419e8cf9b,computer,Desktop or Laptop,Windows 10,Chrome 104.0.0.0,1280x720,1280x569,NA,ITT Ratings,2,against,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACCEPT,batch1pro,batch1pro,29,29,1,Screen 1,continueButton,response_rating_scale_likert_active,27356.9,NA,NA,Somewhat Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,"The outcomes of the virus are not significant for that person, therefore the risk of the vaccine is greater than the risk of covid 19 side effects",1,17/06/2021 12:31,17/06/2021 12:41,IP Address,For (I feel positively about the vaccines),Rarely,A few times a year,31,Female,NA,"Undergraduate degree (BSc, BA)",choice,5,2,For,Against
32,1659960000000,08/08/2022 11:08,1659960000000,1,08/08/2022 12:08,94118,2,task-b5vt,NA,23522610,6893760,NA,complete,NA,62f0ed544dcb389419e8cf9b,computer,Desktop or Laptop,Windows 10,Chrome 104.0.0.0,1280x720,1280x569,NA,ITT Ratings,2,against,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACCEPT,batch1pro,batch1pro,56,30,1,Screen 1,continueButton,response_rating_scale_likert_active,5020.4,NA,NA,Neither Agree nor Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,The vaccines are safe enough to use,1,17/06/2021 12:36,17/06/2021 12:43,IP Address,For (I feel positively about the vaccines),Rarely,Most days,38,Male,NA,"GCSEs,Vocational Training / Apprenticeship",choice,9,2,For,For
33,1659960000000,08/08/2022 11:08,1659960000000,1,08/08/2022 12:08,94118,2,task-b5vt,NA,23522610,6893760,NA,complete,NA,62f0ed544dcb389419e8cf9b,computer,Desktop or Laptop,Windows 10,Chrome 104.0.0.0,1280x720,1280x569,NA,ITT Ratings,2,against,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACCEPT,batch1pro,batch1pro,43,31,1,Screen 1,continueButton,response_rating_scale_likert_active,3147.8,NA,NA,Strongly Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,It is the only way we can effectively eliminate the virus from the world.,1,17/06/2021 12:35,17/06/2021 12:42,IP Address,For (I feel positively about the vaccines),Once or twice a year,A few times a year,20,Female,NA,"GCSEs,A levels",control,7,1,For,For
34,1659960000000,08/08/2022 11:08,1659960000000,1,08/08/2022 12:08,94118,2,task-b5vt,NA,23522610,6893760,NA,complete,NA,62f0ed544dcb389419e8cf9b,computer,Desktop or Laptop,Windows 10,Chrome 104.0.0.0,1280x720,1280x569,NA,ITT Ratings,2,against,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACCEPT,batch1pro,batch1pro,30,32,1,Screen 1,continueButton,response_rating_scale_likert_active,4723.2,NA,NA,Neither Agree nor Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,The risks of side effects to su h as blood clots with vaccines are too high.,1,17/06/2021 12:31,17/06/2021 12:41,IP Address,For (I feel positively about the vaccines),Rarely,A few times a year,31,Female,NA,"Undergraduate degree (BSc, BA)",choice,5,3,For,Against
